physician_providercode,physiciancode,providercode,physicianname,specialization,total_unique_patient_cnt,total_claim_count,all_claims_sum_of_util,ave_12_month_util_per_patient,opl_unique_px_cnt_at_least_one,opl_unique_px_count_at_least_one_pct,opl_ave_claims_per_px_at_least_one,opl_total_claims,opl_ave_cost_per_claim_per_px_at_least_one,opl_sum_of_util,opl_ave_twelve_month_util_per_px,inp_unique_px_count_at_least_one,inp_unique_px_count_at_least_one_pct,inp_ave_claims_per_px_at_least_one,inp_total_claims,inp_ave_cost_per_claim_per_px_at_least_one,inp_sum_of_util,inp_ave_twelve_month_util_per_px,others_unique_px_count_at_least_one,others_unique_px_count_at_least_one_pct,others_ave_claims_per_px_at_least_one,others_total_claims,others_ave_cost_per_claim_per_px_at_least_one,others_sum_of_util,others_ave_twelve_month_util_per_px,total_philhealth,ave_philhealth_claim
90014046 - CARDINAL SANTOS MEDICAL CENTER,90014046,CARDINAL SANTOS MEDICAL CENTER,JEFFREY PALARCA MENDOZA,Cardiology,11,49,138643.43,12603.95,6,0.55,4.17,25,4981.74,124543.43,11322.13,0,0,0,0,0,0,0,10,0.91,2.4,24,587.5,14100,1281.82,0,0
90013335 - ASIAN HOSPITAL AND MEDICAL CENTER,90013335,ASIAN HOSPITAL AND MEDICAL CENTER,JASTIN GILBERT GABRIEL MANALOTO,Internal Medicine,16,44,199851.8,12490.74,8,0.5,2.13,17,10373.09,176342.5,11021.41,0,0,0,0,0,0,0,14,0.88,1.93,27,870.71,23509.3,1469.33,8580,536.25
90000698 - DIVINE GRACE MEDICAL CENTER,90000698,DIVINE GRACE MEDICAL CENTER,MARY DAWN AQUINO NABLO,Cardiology,22,114,273888.42,12449.47,14,0.64,2.64,37,3887.7,143844.8,6538.4,1,0.05,1,1,44478.55,44478.55,2021.75,21,0.95,3.62,76,1125.86,85565.07,3889.32,22400,1018.18
"21942 - MANILA EAST MEDICAL CENTER, INC.",21942,"MANILA EAST MEDICAL CENTER, INC.",CLARO V. CAYANAN,Internal Medicine,49,235,609399.15,12436.72,35,0.71,2.89,101,3593.76,362969.86,7407.55,1,0.02,1,1,121090.07,121090.07,2471.23,46,0.94,2.89,133,942.4,125339.22,2557.94,29347.32,598.92
90031498 - MANILA DOCTORS HOSPITAL,90031498,MANILA DOCTORS HOSPITAL,,,8,28,98826.58,12353.32,4,0.5,2.75,11,8057.33,88630.58,11078.82,0,0,0,0,0,0,0,8,1,2.13,17,599.76,10196,1274.5,12480,1560
90025780 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90025780,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ABIGAIL BANTOC CUDEL,Internal Medicine,26,101,320835.98,12339.85,21,0.81,2.14,45,6519.49,293376.84,11283.72,0,0,0,0,0,0,0,26,1,2.15,56,490.34,27459.14,1056.12,14170,545
2031 - THE MEDICAL CITY,2031,THE MEDICAL CITY,BEAVER REYES TAMESIS,Cardiology,11,43,134908.48,12264.41,4,0.36,3.25,13,7959.22,103469.8,9406.35,0,0,0,0,0,0,0,11,1,2.73,30,1047.96,31438.68,2858.06,38400,3490.91
90022293 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90022293,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,FONTINI CHRISTI MARIANO CARBON,Internal Medicine,20,84,243145.05,12157.25,14,0.7,2.64,37,5453.91,201794.7,10089.74,0,0,0,0,0,0,0,17,0.85,2.76,47,879.79,41350.35,2067.52,0,0
90016879 - SAN MATEO MEDICAL CENTER,90016879,SAN MATEO MEDICAL CENTER,RUSSEL CORDERO RAMOS,Internal Medicine,10,51,121109.74,12110.97,10,1,2.3,23,3607.37,82969.41,8296.94,0,0,0,0,0,0,0,8,0.8,3.5,28,1362.15,38140.33,3814.03,0,0
90013313 - SAN MATEO MEDICAL CENTER,90013313,SAN MATEO MEDICAL CENTER,JESUS IBARRA ANCHETA,Internal Medicine,11,50,131484.32,11953.12,9,0.82,2.67,24,3290.59,78974.2,7179.47,1,0.09,1,1,39210.12,39210.12,3564.56,8,0.73,3.13,25,532,13300,1209.09,5460,496.36
34932 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,34932,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MARIA HELGA FERRERA STA. MARIA,Internal Medicine,9,32,107218.6,11913.18,8,0.89,2.13,17,5276.98,89708.6,9967.62,0,0,0,0,0,0,0,5,0.56,3,15,1167.33,17510,1945.56,0,0
90027240 - SAN MATEO MEDICAL CENTER,90027240,SAN MATEO MEDICAL CENTER,RAFAEL JOSE MARTINEZ PERALTA,Cardiology,26,130,309564.07,11906.31,18,0.69,3,54,3937.83,212642.8,8178.57,0,0,0,0,0,0,0,24,0.92,3.17,76,1275.28,96921.27,3727.74,0,0
90006544 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90006544,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,JONATHAN JAMES GRANADA BERNARDO,Cardiology,33,167,391869,11874.82,22,0.67,2.64,58,5200.51,301629.4,9140.28,0,0,0,0,0,0,0,32,0.97,3.41,109,827.89,90239.6,2734.53,0,0
90022531 - SAN MATEO MEDICAL CENTER,90022531,SAN MATEO MEDICAL CENTER,AILEN ALBANA TAMARGO,Cardiology,8,36,93154.64,11644.33,7,0.88,2.43,17,4023.88,68405.98,8550.75,0,0,0,0,0,0,0,6,0.75,3.17,19,1302.56,24748.66,3093.58,0,0
90029859 - OUR LADY OF LOURDES HOSPITAL-MANILA,90029859,OUR LADY OF LOURDES HOSPITAL-MANILA,MARY JANE PENELOPE DIAZ GATPATAN,Cardiology,19,75,220752.6,11618.56,15,0.79,2,30,5823.82,174714.6,9195.51,0,0,0,0,0,0,0,17,0.89,2.65,45,1023.07,46038,2423.05,0,0
90000217 - MARIKINA VALLEY MEDICAL CENTER INC.,90000217,MARIKINA VALLEY MEDICAL CENTER INC.,ALEXANDER JAMES D.T. CALDERON,Pulmonology,20,52,231938.74,11596.94,8,0.4,1.63,13,8586.76,111627.92,5581.4,2,0.1,1,2,46962.91,93925.82,4696.29,19,0.95,1.95,37,713.11,26385,1319.25,13830,691.5
90014369 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90014369,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,CLARENCE DEOGRACIAS M. DE LEON,Internal Medicine,26,144,297941.52,11459.29,24,0.92,2.33,56,3554.24,199037.2,7655.28,1,0.04,1,1,23451.84,23451.84,901.99,25,0.96,3.48,87,867.27,75452.48,2902.02,6300,242.31
38421 - DIVINE GRACE MEDICAL CENTER,38421,DIVINE GRACE MEDICAL CENTER,RONALD ALLAN TEDIONG,Internal Medicine,58,238,655067.8,11294.27,48,0.83,2.02,97,5082.88,493039.77,8500.69,1,0.02,1,1,38990.76,38990.76,672.25,54,0.93,2.59,140,878.84,123037.27,2121.33,7000,120.69
90022606 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90022606,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,MARC JOSEF SY SO,Internal Medicine,12,57,134695.31,11224.61,7,0.58,2.71,19,3165.49,60144.3,5012.03,1,0.08,1,1,37646.11,37646.11,3137.18,11,0.92,3.36,37,997.43,36904.9,3075.41,8580,715
90015960 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90015960,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,JOHNEL MANONGSONG CANDAVA,Internal Medicine,34,171,373202.23,10976.54,21,0.62,2.24,47,4404.09,206992.4,6088.01,0,0,0,0,0,0,0,33,0.97,3.76,124,1340.4,166209.83,4888.52,0,0
90019806 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90019806,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,CHRISTOPHER PELAGIO CARAS,Cardiology,14,77,153526.81,10966.2,11,0.79,2.55,28,4312.5,120750,8625,0,0,0,0,0,0,0,14,1,3.5,49,668.91,32776.81,2341.2,0,0
90012259 - MANILA DOCTORS HOSPITAL,90012259,MANILA DOCTORS HOSPITAL,ARLENE INCOGNITO AFAGA,Internal Medicine,9,30,96977.73,10775.3,3,0.33,5.33,16,3015.61,48249.72,5361.08,0,0,0,0,0,0,0,9,1,1.56,14,3480.57,48728.01,5414.22,0,0
9382 - MARIKINA VALLEY MEDICAL CENTER INC.,9382,MARIKINA VALLEY MEDICAL CENTER INC.,TOMAS D. LAZATIN JR.,Internal Medicine,8,22,84951.58,10618.95,4,0.5,2.75,11,7152.69,78679.58,9834.95,0,0,0,0,0,0,0,7,0.88,1.57,11,570.18,6272,784,7020,877.5
90013592 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90013592,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,NERIO CEGUERRA ZABALA,Cardiology,16,70,168743.84,10546.49,10,0.63,2.4,24,3566.42,85594,5349.63,0,0,0,0,0,0,0,16,1,2.88,46,1807.61,83149.84,5196.87,0,0
90007731 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90007731,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,BERNICE ONG DELA CRUZ,Cardiology,13,57,133952.77,10304.06,7,0.54,4.14,29,3696.46,107197.35,8245.95,0,0,0,0,0,0,0,13,1,2.15,28,955.55,26755.42,2058.11,0,0
36464 - MANILA DOCTORS HOSPITAL,36464,MANILA DOCTORS HOSPITAL,ELMER JASPER BALASICO LLANES,Cardiology,10,55,101514.62,10151.46,8,0.8,3,24,3501.78,84042.62,8404.26,0,0,0,0,0,0,0,10,1,3.1,31,563.61,17472,1747.2,0,0
90023730 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90023730,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,JOHN VINCENT TUVILLO SALVANERA,Cardiology,10,43,100228.35,10022.84,6,0.6,2.33,14,4759.46,66632.4,6663.24,0,0,0,0,0,0,0,10,1,2.9,29,1158.48,33595.95,3359.59,0,0
90022247 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90022247,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MELISSA CAMILLE ESTEBAN MANGULABNAN,Internal Medicine,21,88,208796.7,9942.7,15,0.71,2.4,36,4720.56,169940,8092.38,0,0,0,0,0,0,0,21,1,2.48,52,747.24,38856.7,1850.32,0,0
90023600 - SAN MATEO MEDICAL CENTER,90023600,SAN MATEO MEDICAL CENTER,ERVA CARSOLA MAGBANUA,Endocrinology,17,78,159897.1,9405.71,13,0.77,2.69,35,2879.99,100799.8,5929.4,0,0,0,0,0,0,0,17,1,2.53,43,1374.36,59097.3,3476.31,0,0
20568 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,20568,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,LORA MAY TAN TIN HAY,Endocrinology,16,51,149814.01,9363.38,3,0.19,4.33,13,7189.54,93464.01,5841.5,1,0.06,1,1,20000,20000,1250,16,1,2.31,37,982.43,36350,2271.88,13240,827.5
90024939 - DILIMAN DOCTORS HOSPITAL INC.,90024939,DILIMAN DOCTORS HOSPITAL INC.,JESUS BENIGNO VARGAS FRANCO,Cardiology,13,64,115850.27,8911.56,9,0.69,3.33,30,2914.35,87430.4,6725.42,0,0,0,0,0,0,0,12,0.92,2.83,34,835.88,28419.87,2186.14,5400,415.38
90030021 - DIVINE GRACE MEDICAL CENTER,90030021,DIVINE GRACE MEDICAL CENTER,RICH JOHN CONTRERAS MERCENE,Internal Medicine,51,171,442445.58,8675.4,36,0.71,1.81,65,5728.69,372364.58,7301.27,0,0,0,0,0,0,0,48,0.94,2.21,106,661.14,70081,1374.14,7150,140.2
10417 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,10417,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,ERIC OLIVER DIZON SISON,Cardiology,11,38,93848,8531.64,8,0.73,1.5,12,6404.92,76859,6987.18,0,0,0,0,0,0,0,11,1,2.36,26,653.42,16989,1544.45,0,0
90027240 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90027240,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,RAFAEL JOSE MARTINEZ PERALTA,Cardiology,15,62,127297.59,8486.51,11,0.73,1.55,17,4542.35,77220,5148,0,0,0,0,0,0,0,15,1,3,45,1112.84,50077.59,3338.51,0,0
21972 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,21972,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,ROMEO CAOAGDAN GRIÃ‘O JR.,Cardiology,11,40,87189.6,7926.33,7,0.64,2.57,18,4199.42,75589.6,6871.78,0,0,0,0,0,0,0,9,0.82,2.44,22,527.27,11600,1054.55,0,0
100421 - MARIKINA VALLEY MEDICAL CENTER INC.,100421,MARIKINA VALLEY MEDICAL CENTER INC.,ELMER MATIC GARCIA,Cardiology,9,37,65756.28,7306.25,5,0.56,3.8,19,2883.8,54792.28,6088.03,0,0,0,0,0,0,0,7,0.78,2.57,18,609.11,10964,1218.22,0,0
90024763 - MARIKINA VALLEY MEDICAL CENTER INC.,90024763,MARIKINA VALLEY MEDICAL CENTER INC.,ALFRED RAIMOND STA. ANA MUÃ‘OZ,Cardiology,10,25,69915.33,6991.53,5,0.5,1.8,9,6715.59,60440.33,6044.03,0,0,0,0,0,0,0,8,0.8,2,16,592.19,9475,947.5,0,0
90026449 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90026449,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MICHAEL JOHN MOJICA PANGANIBAN,Cardiology,14,43,96191.7,6870.84,8,0.57,2.25,18,4380.5,78849,5632.07,0,0,0,0,0,0,0,13,0.93,1.92,25,693.71,17342.7,1238.76,0,0
30596 - MARIKINA VALLEY MEDICAL CENTER INC.,30596,MARIKINA VALLEY MEDICAL CENTER INC.,ERIC HUGHES ARCEO SANTIAGO,Nephrology,22,60,139975.12,6362.51,7,0.32,1.43,10,3733.86,37338.56,1697.21,0,0,0,0,0,0,0,21,0.95,2.38,50,2052.73,102636.56,4665.3,0,0
90030410 - OUR LADY OF LOURDES HOSPITAL-MANILA,90030410,OUR LADY OF LOURDES HOSPITAL-MANILA,,,9,20,56889,6321,6,0.67,1.33,8,6262.38,50099,5566.56,0,0,0,0,0,0,0,7,0.78,1.71,12,565.83,6790,754.44,0,0
6828 - OUR LADY OF LOURDES HOSPITAL-MANILA,6828,OUR LADY OF LOURDES HOSPITAL-MANILA,DANIEL TAN,Cardiology,9,39,55264.39,6140.49,4,0.44,2.75,11,2766.42,30430.6,3381.18,0,0,0,0,0,0,0,9,1,3.11,28,886.92,24833.79,2759.31,0,0
28507 - MARIKINA VALLEY MEDICAL CENTER INC.,28507,MARIKINA VALLEY MEDICAL CENTER INC.,ANTHONY JAYVEE VILLANUEVA CHAN,Internal Medicine,9,29,51617.84,5735.32,3,0.33,2.33,7,5627.55,39392.84,4376.98,0,0,0,0,0,0,0,9,1,2.44,22,555.68,12225,1358.33,0,0
4372 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,4372,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MELICIA ESCUETA MARONILLA,Cardiology,18,64,95105.56,5283.64,11,0.61,2.73,30,2553.52,76605.56,4255.86,0,0,0,0,0,0,0,16,0.89,2.13,34,544.12,18500,1027.78,0,0
32209 - MARIKINA VALLEY MEDICAL CENTER INC.,32209,MARIKINA VALLEY MEDICAL CENTER INC.,LOWELL NAVARRO AVENIDO,Cardiology,11,23,40767.45,3706.13,2,0.18,2,4,7473.11,29892.45,2717.5,0,0,0,0,0,0,0,11,1,1.73,19,572.37,10875,988.64,0,0
90021402 - CARDINAL SANTOS MEDICAL CENTER,90021402,CARDINAL SANTOS MEDICAL CENTER,SHERRIELYN HUI VALDEZ,Cardiology,8,22,18635.2,2329.4,3,0.38,1.33,4,2133.8,8535.2,1066.9,0,0,0,0,0,0,0,7,0.88,2.57,18,561.11,10100,1262.5,0,0
90029506 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90029506,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,JOHN QUE LIM,Cardiology,11,16,11857,1077.91,1,0.09,2,2,1778.5,3557,323.36,0,0,0,0,0,0,0,11,1,1.27,14,592.86,8300,754.55,0,0
