physician_providercode,physiciancode,providercode,physicianname,specialization,total_unique_patient_cnt,total_claim_count,all_claims_sum_of_util,ave_12_month_util_per_patient,opl_unique_px_cnt_at_least_one,opl_unique_px_count_at_least_one_pct,opl_ave_claims_per_px_at_least_one,opl_total_claims,opl_ave_cost_per_claim_per_px_at_least_one,opl_sum_of_util,opl_ave_twelve_month_util_per_px,inp_unique_px_count_at_least_one,inp_unique_px_count_at_least_one_pct,inp_ave_claims_per_px_at_least_one,inp_total_claims,inp_ave_cost_per_claim_per_px_at_least_one,inp_sum_of_util,inp_ave_twelve_month_util_per_px,others_unique_px_count_at_least_one,others_unique_px_count_at_least_one_pct,others_ave_claims_per_px_at_least_one,others_total_claims,others_ave_cost_per_claim_per_px_at_least_one,others_sum_of_util,others_ave_twelve_month_util_per_px,total_philhealth,ave_philhealth_claim
"90018946 - MANILA EAST MEDICAL CENTER, INC.",90018946,"MANILA EAST MEDICAL CENTER, INC.",BRIAN ALFRED CALSO LEYBAG,Internal Medicine,24,145,377228.68,15717.86,19.00,0.79,3.63,69.00,4600.98,317467.84,13227.83,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,1.00,3.17,76.00,786.33,59760.84,2490.04,5400.00,225.00
90025566 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90025566,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,CARL DOMINIC PANCHO TOLENTINO,Cardiology,8,44,125433.10,15679.14,7.00,0.88,2.86,20.00,5195.61,103912.10,12989.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,3.00,24.00,896.71,21521.00,2690.13,0.00,0.00
90001630 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90001630,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,ALLEN ANDREW TANLIMCO SY,Cardiology,26,117,406582.83,15637.80,16.00,0.62,2.13,34.00,4291.33,145905.35,5611.74,2.00,0.08,1.00,2.00,90020.24,180040.47,6924.63,25.00,0.96,3.24,81.00,995.52,80637.01,3101.42,16506.00,634.85
90003924 - DIVINE GRACE MEDICAL CENTER,90003924,DIVINE GRACE MEDICAL CENTER,GOLDEE NGO LIM,Internal Medicine,68,344,1057756.19,15555.24,57.00,0.84,2.49,142.00,5146.95,730867.59,10748.05,4.00,0.06,1.00,4.00,47947.64,191790.56,2820.45,64.00,0.94,3.09,198.00,682.31,135098.04,1986.74,54470.00,801.03
90021304 - SAN MATEO MEDICAL CENTER,90021304,SAN MATEO MEDICAL CENTER,SHAYNE GAYUTIN VILLAFUERTE,Gastroenterology,31,148,482205.00,15555.00,26.00,0.84,2.54,66.00,3992.21,263485.53,8499.53,2.00,0.06,1.00,2.00,57879.49,115758.98,3734.16,28.00,0.90,2.86,80.00,1287.01,102960.49,3321.31,51435.00,1659.19
38455 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,38455,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,FREDERICK P. VICENTE,Cardiology,124,614,1927556.89,15544.81,94.00,0.76,2.91,274.00,4883.53,1338086.89,10791.02,2.00,0.02,1.00,2.00,91900.79,183801.57,1482.27,122.00,0.98,2.77,338.00,1200.20,405668.43,3271.52,128409.60,1035.56
90020905 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90020905,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ARTURO SALVADOR TOLENTINO JR.,Cardiology,60,309,930991.32,15516.52,51.00,0.85,2.47,126.00,5892.19,742415.80,12373.60,1.00,0.02,1.00,1.00,72000.00,72000.00,1200.00,56.00,0.93,3.25,182.00,640.52,116575.52,1942.93,49080.00,818.00
"17951 - MANILA EAST MEDICAL CENTER, INC.",17951,"MANILA EAST MEDICAL CENTER, INC.",ELNORA SALOME F. FORTU,Cardiology,52,286,803910.43,15459.82,39.00,0.75,3.10,121.00,5143.11,622315.89,11967.61,1.00,0.02,1.00,1.00,20607.69,20607.69,396.30,52.00,1.00,3.15,164.00,981.63,160986.85,3095.90,8950.00,172.12
90015926 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90015926,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,MYLENE URTULA CORNEL,Internal Medicine,10,48,154511.60,15451.16,5.00,0.50,6.40,32.00,4545.36,145451.60,14545.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.80,2.00,16.00,566.25,9060.00,906.00,0.00,0.00
29233 - DIVINE GRACE MEDICAL CENTER,29233,DIVINE GRACE MEDICAL CENTER,ANALYN MANALO ANACIN,General Surgery,9,39,138495.26,15388.36,8.00,0.89,2.25,18.00,5972.68,107508.16,11945.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.89,2.63,21.00,1475.58,30987.10,3443.01,13200.00,1466.67
90025096 - MAKATI MEDICAL CENTER,90025096,MAKATI MEDICAL CENTER,N/A,N/A,8,18,122516.00,15314.50,4.00,0.50,2.00,8.00,8176.88,65415.00,8176.88,1.00,0.13,1.00,1.00,51573.00,51573.00,6446.63,6.00,0.75,1.50,9.00,614.22,5528.00,691.00,12285.00,1535.63
90029271 - ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,90029271,ST. LUKE'S MEDICAL CENTER-GLOBAL CITY,ROI JOSEPH VICTORIA MENDOZA,Cardiology,9,24,137760.31,15306.70,7.00,0.78,1.71,12.00,10517.02,126204.20,14022.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.78,1.71,12.00,963.01,11556.11,1284.01,0.00,0.00
90025262 - SAN MATEO MEDICAL CENTER,90025262,SAN MATEO MEDICAL CENTER,VAN DERICK ABELA MANGULABNAN,Internal Medicine,61,322,932888.58,15293.26,54.00,0.89,2.98,161.00,4023.89,647846.75,10620.44,2.00,0.03,1.00,2.00,53152.86,106305.71,1742.72,57.00,0.93,2.79,159.00,1124.13,178736.12,2930.10,17540.00,287.54
90023645 - SAN MATEO MEDICAL CENTER,90023645,SAN MATEO MEDICAL CENTER,EMMY LOU JOYA ALORRO,Internal Medicine,9,30,136924.32,15213.81,4.00,0.44,2.50,10.00,4312.40,43124.00,4791.56,2.00,0.22,1.00,2.00,36264.80,72529.59,8058.84,9.00,1.00,2.00,18.00,1181.71,21270.73,2363.41,27300.00,3033.33
90006440 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90006440,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,ROBELITO AUSTRIA MAGBUHAT,Internal Medicine,42,207,635771.09,15137.41,37.00,0.88,2.62,97.00,4242.39,411512.08,9797.91,1.00,0.02,1.00,1.00,129259.00,129259.00,3077.60,38.00,0.90,2.87,109.00,871.56,95000.01,2261.91,13500.00,321.43
90020040 - DIVINE GRACE MEDICAL CENTER,90020040,DIVINE GRACE MEDICAL CENTER,JEREMY WINSON WONG LU,Internal Medicine,323,1314,4853297.67,15025.69,185.00,0.57,2.53,468.00,6276.69,2937491.15,9094.40,15.00,0.05,1.13,17.00,66896.24,1137236.08,3520.85,319.00,0.99,2.60,829.00,939.17,778570.44,2410.43,191892.00,594.09
9961 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,9961,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MARIA VICTORIA Y. TURLA,Cardiology,11,32,163901.03,14900.09,11.00,1.00,2.45,27.00,5968.56,161151.03,14650.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.27,1.67,5.00,550.00,2750.00,250.00,18480.00,1680.00
90028092 - CARDINAL SANTOS MEDICAL CENTER,90028092,CARDINAL SANTOS MEDICAL CENTER,LORIELLE MARIE ESPIRITU SANTO GALVEZ,Cardiology,10,44,147877.30,14787.73,8.00,0.80,3.00,24.00,5605.30,134527.30,13452.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.80,2.50,20.00,667.50,13350.00,1335.00,7400.00,740.00
30641 - MARIKINA VALLEY MEDICAL CENTER INC.,30641,MARIKINA VALLEY MEDICAL CENTER INC.,LEONORA IBARROLA OBMASCA,Internal Medicine,27,98,396708.94,14692.92,19.00,0.70,1.84,35.00,9151.51,320302.85,11863.07,1.00,0.04,1.00,1.00,24755.94,24755.94,916.89,26.00,0.96,2.38,62.00,833.07,51650.15,1912.97,3850.00,142.59
90003219 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90003219,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ALETA HOPE REYES-INTING,Family Medicine,115,512,1687889.81,14677.30,84.00,0.73,2.44,205.00,5630.97,1154349.06,10037.82,2.00,0.02,1.00,2.00,134832.49,269664.97,2344.91,108.00,0.94,2.82,305.00,865.17,263875.78,2294.57,17433.00,151.59
9062 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,9062,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ARLENE AGUILAR MALILAY,Internal Medicine,109,608,1597644.40,14657.29,91.00,0.84,3.22,293.00,4363.21,1278420.84,11728.63,2.00,0.02,1.00,2.00,70887.28,141774.55,1300.68,102.00,0.94,3.07,313.00,566.93,177449.01,1627.97,17650.00,161.93
90031474 - ASIAN HOSPITAL AND MEDICAL CENTER,90031474,ASIAN HOSPITAL AND MEDICAL CENTER,N/A,N/A,7,22,101503.90,14500.56,2.00,0.29,2.50,5.00,10900.12,54500.60,7785.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,1.00,2.43,17.00,2764.90,47003.30,6714.76,0.00,0.00
90004378 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90004378,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,LESLIE AQUINO LLANERA,Family Medicine,99,436,1431904.53,14463.68,76.00,0.77,2.45,186.00,5103.95,949335.46,9589.25,3.00,0.03,1.00,3.00,81853.81,245561.44,2480.42,92.00,0.93,2.68,247.00,959.55,237007.63,2394.02,45800.00,462.63
27881 - MANILA DOCTORS HOSPITAL,27881,MANILA DOCTORS HOSPITAL,ROMEO U MERIÃ‘O,Cardiology,34,165,490627.28,14430.21,19.00,0.56,3.89,74.00,4559.75,337421.25,9924.15,1.00,0.03,1.00,1.00,54449.29,54449.29,1601.45,34.00,1.00,2.65,90.00,1097.30,98756.74,2904.61,6300.00,185.29
90011408 - MANILA DOCTORS HOSPITAL,90011408,MANILA DOCTORS HOSPITAL,MICHELLE MARIE QUERO PIPO,Cardiology,15,74,215280.63,14352.04,11.00,0.73,4.18,46.00,4360.10,200564.63,13370.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.87,2.15,28.00,525.57,14716.00,981.07,0.00,0.00
90003219 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90003219,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,ALETA HOPE REYES-INTING,Cardiology,120,537,1711365.46,14261.38,99.00,0.83,2.47,245.00,4957.22,1214520.10,10121.00,4.00,0.03,1.00,4.00,75191.42,300765.69,2506.38,104.00,0.87,2.77,288.00,680.83,196079.67,1634.00,62672.63,522.27
90018741 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90018741,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,JULIUS IGNACIO BAQUIRAN,Cardiology,56,283,794496.06,14187.43,38.00,0.68,2.68,102.00,5684.73,579842.36,10354.33,2.00,0.04,1.00,2.00,48100.45,96200.89,1717.87,55.00,0.98,3.25,179.00,661.75,118452.81,2115.23,27410.00,489.46
90003874 - THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,90003874,THE MEDICAL CITY SATELLITE CLINICS-VICTORY MALL,JACQUELINE FRESNOZA,Internal Medicine,61,317,863314.34,14152.69,54.00,0.89,2.72,147.00,5159.01,758374.25,12432.36,0.00,0.00,0.00,0.00,0.00,0.00,0.00,54.00,0.89,3.15,170.00,617.29,104940.09,1720.33,5500.00,90.16
90019401 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,90019401,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,LENDRY LAGSA QUIZON,Cardiology,37,215,523138.01,14138.87,30.00,0.81,2.80,84.00,5090.08,427566.61,11555.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37.00,1.00,3.54,131.00,729.55,95571.40,2583.01,0.00,0.00
90004925 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90004925,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,ROLAND LIMJOCO DELOS REYES,Cardiology,14,75,194690.78,13906.48,11.00,0.79,3.18,35.00,4903.15,171610.38,12257.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,1.00,2.86,40.00,577.01,23080.40,1648.60,6600.00,471.43
90020889 - SAN MATEO MEDICAL CENTER,90020889,SAN MATEO MEDICAL CENTER,MARK AUSTIN NG RAMIREZ,Internal Medicine,18,88,250307.60,13905.98,16.00,0.89,2.88,46.00,4891.60,225013.60,12500.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00,1.00,2.33,42.00,602.24,25294.00,1405.22,0.00,0.00
9069 - THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,9069,THE MEDICAL CITY SATELLITE CLINICS-SM FAIRVIEW CLINIC,MILAGROS FRANCO NERI,Cardiology,169,1005,2336935.77,13828.02,132.00,0.78,3.42,451.00,4048.91,1826058.77,10805.08,3.00,0.02,1.00,3.00,65651.47,196954.42,1165.41,160.00,0.95,3.44,551.00,569.73,313922.58,1857.53,68860.00,407.46
31931 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,31931,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,EDUARDO LIM TIN HAY,Cardiology,14,74,192903.49,13778.82,9.00,0.64,3.67,33.00,5198.41,171547.49,12253.39,0.00,0.00,0.00,0.00,0.00,0.00,0.00,13.00,0.93,3.15,41.00,520.88,21356.00,1525.43,6875.00,491.07
"90014381 - MANILA EAST MEDICAL CENTER, INC.",90014381,"MANILA EAST MEDICAL CENTER, INC.",RITCHE FERNANDEZ CRUZ,Internal Medicine,51,224,697513.80,13676.74,38.00,0.75,2.95,112.00,4426.47,495764.25,9720.87,1.00,0.02,1.00,1.00,58662.40,58662.40,1150.24,46.00,0.90,2.41,111.00,1289.07,143087.15,2805.63,21580.00,423.14
90010126 - OUR LADY OF LOURDES HOSPITAL-MANILA,90010126,OUR LADY OF LOURDES HOSPITAL-MANILA,ROMEO JACINTO SANTOS,Cardiology,64,296,870524.81,13601.95,44.00,0.69,2.34,103.00,4670.29,481039.73,7516.25,4.00,0.06,1.00,4.00,45631.32,182525.26,2851.96,61.00,0.95,3.10,189.00,1095.03,206959.82,3233.75,29640.00,463.13
6231 - MARIKINA VALLEY MEDICAL CENTER INC.,6231,MARIKINA VALLEY MEDICAL CENTER INC.,TERESITA LAURIO VALDEMORO,Internal Medicine,17,92,230236.23,13543.31,15.00,0.88,3.07,46.00,4416.35,203152.07,11950.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16.00,0.94,2.88,46.00,588.79,27084.16,1593.19,0.00,0.00
90023588 - MANILA DOCTORS HOSPITAL,90023588,MANILA DOCTORS HOSPITAL,JAMES CRISFIL FRUCTUOSO MALICDEM MONTESA,Cardiology,16,88,216498.77,13531.17,14.00,0.88,3.64,51.00,3586.10,182891.02,11430.69,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.88,2.64,37.00,908.32,33607.75,2100.48,5500.00,343.75
90010963 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90010963,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,REI PAOLO LAYON DIAZ,Internal Medicine,10,47,132945.50,13294.55,10.00,1.00,1.50,15.00,7102.79,106541.78,10654.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,3.20,32.00,825.12,26403.72,2640.37,7020.00,702.00
90011118 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90011118,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,CATHERINE CHUA TAN,Cardiology,19,78,252511.88,13290.10,13.00,0.68,2.00,26.00,5163.72,134256.60,7066.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19.00,1.00,2.74,52.00,2274.14,118255.28,6223.96,0.00,0.00
24471 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,24471,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,HENRY LIM CHAN,Cardiology,10,42,132767.13,13276.71,7.00,0.70,2.14,15.00,3906.42,58596.35,5859.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,1.00,2.70,27.00,2747.07,74170.78,7417.08,0.00,0.00
90027227 - SAN MATEO MEDICAL CENTER,90027227,SAN MATEO MEDICAL CENTER,JULIE ANN INGOY FIGURACION,Internal Medicine,9,44,119437.51,13270.83,8.00,0.89,2.38,19.00,3164.21,60120.00,6680.00,1.00,0.11,1.00,1.00,46257.51,46257.51,5139.72,9.00,1.00,2.67,24.00,544.17,13060.00,1451.11,6300.00,700.00
6060 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,6060,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,ROSALINA B. DY,Internal Medicine,69,295,913714.10,13242.23,58.00,0.84,2.76,160.00,4168.72,666994.89,9666.59,3.00,0.04,1.00,3.00,45701.22,137103.67,1987.01,49.00,0.71,2.69,132.00,830.42,109615.54,1588.63,26316.00,381.39
90015193 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90015193,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,MYLA MALING CASTILLO,Internal Medicine,12,74,157832.25,13152.69,8.00,0.67,4.00,32.00,4230.70,135382.25,11281.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,1.00,3.50,42.00,534.52,22450.00,1870.83,0.00,0.00
90029224 - SAN MATEO MEDICAL CENTER,90029224,SAN MATEO MEDICAL CENTER,REGINALD PAUL JOAQUIN VALENCIA KALAW,Internal Medicine,10,50,131127.49,13112.75,8.00,0.80,3.50,28.00,4038.54,113079.20,11307.92,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.80,2.75,22.00,820.38,18048.29,1804.83,0.00,0.00
90022247 - SAN MATEO MEDICAL CENTER,90022247,SAN MATEO MEDICAL CENTER,MELISSA CAMILLE ESTEBAN MANGULABNAN,Internal Medicine,48,171,625488.04,13031.00,33.00,0.69,2.18,72.00,4415.96,317949.12,6623.94,1.00,0.02,2.00,2.00,98747.27,197494.53,4114.47,44.00,0.92,2.20,97.00,1134.48,110044.39,2292.59,25389.00,528.94
90010830 - SAN MATEO MEDICAL CENTER,90010830,SAN MATEO MEDICAL CENTER,LAURENCE MANIQUIZ VELILIA,Internal Medicine,20,78,256447.84,12822.39,14.00,0.70,2.64,37.00,3383.87,125203.10,6260.16,2.00,0.10,1.00,2.00,53954.87,107909.74,5395.49,15.00,0.75,2.60,39.00,598.33,23335.00,1166.75,17745.00,887.25
90028392 - DILIMAN DOCTORS HOSPITAL INC.,90028392,DILIMAN DOCTORS HOSPITAL INC.,N/A,N/A,11,35,139433.57,12675.78,7.00,0.64,2.00,14.00,5782.31,80952.37,7359.31,1.00,0.09,1.00,1.00,46331.20,46331.20,4211.93,11.00,1.00,1.82,20.00,607.50,12150.00,1104.55,8190.00,744.55
90014046 - CARDINAL SANTOS MEDICAL CENTER,90014046,CARDINAL SANTOS MEDICAL CENTER,JEFFREY PALARCA MENDOZA,Cardiology,11,49,138643.43,12603.95,6.00,0.55,4.17,25.00,4981.74,124543.43,11322.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.91,2.40,24.00,587.50,14100.00,1281.82,0.00,0.00
90013335 - ASIAN HOSPITAL AND MEDICAL CENTER,90013335,ASIAN HOSPITAL AND MEDICAL CENTER,JASTIN GILBERT GABRIEL MANALOTO,Internal Medicine,16,44,199851.80,12490.74,8.00,0.50,2.13,17.00,10373.09,176342.50,11021.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,0.88,1.93,27.00,870.71,23509.30,1469.33,8580.00,536.25
90000698 - DIVINE GRACE MEDICAL CENTER,90000698,DIVINE GRACE MEDICAL CENTER,MARY DAWN AQUINO NABLO,Cardiology,22,114,273888.42,12449.47,14.00,0.64,2.64,37.00,3887.70,143844.80,6538.40,1.00,0.05,1.00,1.00,44478.55,44478.55,2021.75,21.00,0.95,3.62,76.00,1125.86,85565.07,3889.32,22400.00,1018.18
"21942 - MANILA EAST MEDICAL CENTER, INC.",21942,"MANILA EAST MEDICAL CENTER, INC.",CLARO V. CAYANAN,Internal Medicine,49,235,609399.15,12436.72,35.00,0.71,2.89,101.00,3593.76,362969.86,7407.55,1.00,0.02,1.00,1.00,121090.07,121090.07,2471.23,46.00,0.94,2.89,133.00,942.40,125339.22,2557.94,29347.32,598.92
90031498 - MANILA DOCTORS HOSPITAL,90031498,MANILA DOCTORS HOSPITAL,N/A,N/A,8,28,98826.58,12353.32,4.00,0.50,2.75,11.00,8057.33,88630.58,11078.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,1.00,2.13,17.00,599.76,10196.00,1274.50,12480.00,1560.00
90025780 - THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,90025780,THE MEDICAL CITY SATELLITE CLINICS-TRINOMA,ABIGAIL BANTOC CUDEL,Internal Medicine,26,101,320835.98,12339.85,21.00,0.81,2.14,45.00,6519.49,293376.84,11283.72,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.00,1.00,2.15,56.00,490.34,27459.14,1056.12,14170.00,545.00
2031 - THE MEDICAL CITY,2031,THE MEDICAL CITY,BEAVER REYES TAMESIS,Cardiology,11,43,134908.48,12264.41,4.00,0.36,3.25,13.00,7959.22,103469.80,9406.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,1.00,2.73,30.00,1047.96,31438.68,2858.06,38400.00,3490.91
90022293 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90022293,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,FONTINI CHRISTI MARIANO CARBON,Internal Medicine,20,84,243145.05,12157.25,14.00,0.70,2.64,37.00,5453.91,201794.70,10089.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.85,2.76,47.00,879.79,41350.35,2067.52,0.00,0.00
90016879 - SAN MATEO MEDICAL CENTER,90016879,SAN MATEO MEDICAL CENTER,RUSSEL CORDERO RAMOS,Internal Medicine,10,51,121109.74,12110.97,10.00,1.00,2.30,23.00,3607.37,82969.41,8296.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.80,3.50,28.00,1362.15,38140.33,3814.03,0.00,0.00
90013313 - SAN MATEO MEDICAL CENTER,90013313,SAN MATEO MEDICAL CENTER,JESUS IBARRA ANCHETA,Internal Medicine,11,50,131484.32,11953.12,9.00,0.82,2.67,24.00,3290.59,78974.20,7179.47,1.00,0.09,1.00,1.00,39210.12,39210.12,3564.56,8.00,0.73,3.13,25.00,532.00,13300.00,1209.09,5460.00,496.36
34932 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,34932,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,MARIA HELGA FERRERA STA. MARIA,Internal Medicine,9,32,107218.60,11913.18,8.00,0.89,2.13,17.00,5276.98,89708.60,9967.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.56,3.00,15.00,1167.33,17510.00,1945.56,0.00,0.00
90027240 - SAN MATEO MEDICAL CENTER,90027240,SAN MATEO MEDICAL CENTER,RAFAEL JOSE MARTINEZ PERALTA,Cardiology,26,130,309564.07,11906.31,18.00,0.69,3.00,54.00,3937.83,212642.80,8178.57,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.00,0.92,3.17,76.00,1275.28,96921.27,3727.74,0.00,0.00
90006544 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90006544,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,JONATHAN JAMES GRANADA BERNARDO,Cardiology,33,167,391869.00,11874.82,22.00,0.67,2.64,58.00,5200.51,301629.40,9140.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.97,3.41,109.00,827.89,90239.60,2734.53,0.00,0.00
90022531 - SAN MATEO MEDICAL CENTER,90022531,SAN MATEO MEDICAL CENTER,AILEN ALBANA TAMARGO,Cardiology,8,36,93154.64,11644.33,7.00,0.88,2.43,17.00,4023.88,68405.98,8550.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.75,3.17,19.00,1302.56,24748.66,3093.58,0.00,0.00
90029859 - OUR LADY OF LOURDES HOSPITAL-MANILA,90029859,OUR LADY OF LOURDES HOSPITAL-MANILA,MARY JANE PENELOPE DIAZ GATPATAN,Cardiology,19,75,220752.60,11618.56,15.00,0.79,2.00,30.00,5823.82,174714.60,9195.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.00,0.89,2.65,45.00,1023.07,46038.00,2423.05,0.00,0.00
90000217 - MARIKINA VALLEY MEDICAL CENTER INC.,90000217,MARIKINA VALLEY MEDICAL CENTER INC.,ALEXANDER JAMES D.T. CALDERON,Pulmonology,20,52,231938.74,11596.94,8.00,0.40,1.63,13.00,8586.76,111627.92,5581.40,2.00,0.10,1.00,2.00,46962.91,93925.82,4696.29,19.00,0.95,1.95,37.00,713.11,26385.00,1319.25,13830.00,691.50
90014369 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90014369,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,CLARENCE DEOGRACIAS M. DE LEON,Internal Medicine,26,144,297941.52,11459.29,24.00,0.92,2.33,56.00,3554.24,199037.20,7655.28,1.00,0.04,1.00,1.00,23451.84,23451.84,901.99,25.00,0.96,3.48,87.00,867.27,75452.48,2902.02,6300.00,242.31
38421 - DIVINE GRACE MEDICAL CENTER,38421,DIVINE GRACE MEDICAL CENTER,RONALD ALLAN TEDIONG,Internal Medicine,58,238,655067.80,11294.27,48.00,0.83,2.02,97.00,5082.88,493039.77,8500.69,1.00,0.02,1.00,1.00,38990.76,38990.76,672.25,54.00,0.93,2.59,140.00,878.84,123037.27,2121.33,7000.00,120.69
90022606 - CHINESE GENERAL HOSPITAL & MEDICAL CENTER,90022606,CHINESE GENERAL HOSPITAL & MEDICAL CENTER,MARC JOSEF SY SO,Internal Medicine,12,57,134695.31,11224.61,7.00,0.58,2.71,19.00,3165.49,60144.30,5012.03,1.00,0.08,1.00,1.00,37646.11,37646.11,3137.18,11.00,0.92,3.36,37.00,997.43,36904.90,3075.41,8580.00,715.00
90015960 - COMMONWEALTH HOSPITAL AND MEDICAL CENTER,90015960,COMMONWEALTH HOSPITAL AND MEDICAL CENTER,JOHNEL MANONGSONG CANDAVA,Internal Medicine,34,171,373202.23,10976.54,21.00,0.62,2.24,47.00,4404.09,206992.40,6088.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33.00,0.97,3.76,124.00,1340.40,166209.83,4888.52,0.00,0.00
90019806 - UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,90019806,UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER INC,CHRISTOPHER PELAGIO CARAS,Cardiology,14,77,153526.81,10966.20,11.00,0.79,2.55,28.00,4312.50,120750.00,8625.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.00,1.00,3.50,49.00,668.91,32776.81,2341.20,0.00,0.00
