"cptcode","cptdesc"
MYO114,COMPLETE SEGMENTAL PRESSURE STUDY
MYO11501,ECG 12 LEAD
MYO116,PERIPHERAL VENOUS DUPLEX SCAN
MYO117,TREADMILL STRESS-ECHO KATTUS
MYO1179,"2D ECHO WITH DOPPLER STUDY-WELLNESS"
MYO1182,"2D ECHOCARDIOGRAM, FETAL CARDIAC"
MYO1190,ARTERIAL STUDIES-ANKLE BRACHIAL INDEX
MYO120,"2D ECG W/ COLOR FLOW DOPPLER STUDY"
MYO121,BICYCLE STRESS TEST
MYO1218,VENOUS DUPLEX SCAN BOTH UPPER EXTREMITIES
MYO122,ECG WITH READING
MYO1228,"24 HOURS AMBULATORY BP MONITORING (BEDSIDE) (PORTABLE)"
MYO123,ECG LEAD
MYO1234,AMBULATORY BPM (PEDIA)
MYO1244,HOLTER MONITORING PEDIA
MYO125,SESTAMIBI MYOCARDIAL PERFUSION SCAN
MYO1256,"2D ECHOCARDIOGRAPHY - DOPPLER~CVED"
MYO126,"15-LEAD ECG (ADULT) - STAT"
MYO1260,ARTERIAL AND VENOUS DUPLEX SCAN OF BOTH LOWER EXTREMITIES
MYO127,BICYCLE STRESS ECHO
MYO1282,"24HR HOLTER MONITORING ECG"
MYO1283,CARDIOVASCULAR CAROTID DUPLEX SCAN
MYO1292,"2D ECHOCARDIOGRAM (2D ECHO), W/ COLOR FLOW DOPPLER STUDY, BEDSIDE"
MYO133,BEDSIDE ECG AND PACEMAKER ANALYSIS (MAGNET MODE)
MYO1338,"3-VISIPAQUE TRIPLE CONTRAST"
MYO1366,"12-L ELECTROCARDIOGRAM (ECG) CVEC"
MYO1384,TREADMILL - STRESS TEST-CVST
MYO1412,ARTERIAL VENOUS FISTULA.
MYO1428,CORONARY ANGIOGRAM (GROSS OF PHIC/PF INCLUDED)
MYO1429,CORONARY ANGIOGRAM (NET OF PHIC/PF INCLUDED)
MYO14291,CORONARY ANGIOGRAM
MYO1430,"2D ECHOCARDIOGRAPHY WITH CFDS"
MYO1431,AMBULATORY BLOOD PRESSURE (1ST 24 HOURS)
MYO1432,AMBULATORY BLOOD PRESSURE - PER HOUR IN EXCESS OF 24 HOURS
MYO1436,ECG 12 LEADS / 15 LEADS
MYO1438,HOLTER ECG (1ST 24HRS)
MYO1439,HOLTER ECG (PER HOUR IN EXCESS OF 24 HRS)
MYO1442,STRESS TEST / TREADMILL EXERCISE TEST
MYO1448,VENOUS & ARTERIAL DUPLEX EXAM (BOTH LOWER EXT
MYO1459,DUPLEX SCAN- VENOUS LOWER EXTREMITIES
MYO1474,"2D ECHO DOPPLER WITH LV STRAIN"
MYO1482,ECG 15 LEADS - PEDIA
MYO1499,ECG ADULT
MYO1501,ARTERIAL (LOWER EXTREMITIES) W/ ABI
MYO1502,TREADMILL STRESS-ECHO - STAT
MYO1505,VENOUS DUPLEX SCAN (LOWER EXTREMITIES) - STAT
MYO1508,HOLTER MONITORING - STAT
MYO1546,ELECTROMYOGRAPHY BOTH LOWER LIMBS
MYO1549,WATERPROOF 24H HOLTER MONITOR
MYO1551,STRESS TEST; MODIFIED BRUCE PROTOCOL
MYO1557,VENOUS DUPLEX SCAN (UNILATERAL)
MYO1560,"24 HOURS HOLTER MONITOR HMO"
MYO1562,EEG - 21 CHANNEL (ROUTINE)
MYO1568,ECG (LONG LEAD II)
MYO1580,STRESS TEST WITH 2D ECHO
MYO1593,ARTERIAL DUPLEX SCAN (NEW)
MYO1598,CPN - CAROTID DUPLEX SCAN (NEW)
MYO1601,CPN - PORTABLE VENOUS SCAN (NEW)
MYO1606,ELECTROMYOGRAPHY NERVE CONDUCTION VELOCITY (EMG-NCV)
MYO1614,TREADMILL (NEW)
MYO1616,CPN - PULMONARY FUNCTION TEST (PFT)
MYO1632,VENOUS DUPLEX SCAN (NEW)
MYO1633,CPN - ULTRASOUND GUIDED
MYO1650,IMRT SIMPLE
MYO1686,MC - ECG
MYO169,CARDIOVERSION
MYO1690,CARDIOVASCULAR DUPLEX SCAN OF BOTH UPPER EXTREMITIES (ARTERIAL)
MYO1691,CARDIOVASCULAR DUPLEX SCAN OF BOTH LOWER EXTREMITIES (ARTERIAL)
MYO1693,CARDIOVASCULAR DUPLEX SCAN OF BOTH LOWER EXTREMITIES (VENOUS)
MYO1696,HOLTER MONITORING
MYO1697,DOBUTAMINE STRESS ECHOCARDIOGRAM
MYO1724,CAROTID DUPLEX SCAN
MYO1736,ECG (HMO)
MYO1755,STRESS TEST WITH 2D ECHO.
MYO1756,NESTLE ELECTROCARDIOGRAM (ECG).
MYO1776,ECG-CARDIAC STRESS (12 LEAD)
MYO183,ECG 12 LEADS
MYO1853,HS - HOLTER ECG
MYO186,"24 HOURS AMBULATORY BLOOD PRESSURE MONITORING"
MYO1878,"24H ABP MONITORING PROMO"
MYO1881,"2D ECHO WITH DOPPLER PROMO"
MYO1901,UPPER PERIPHERAL ARTERIAL & VENOUS SCAN
MYO191,COMB-ARTERL VENOUS DS&AS-ANKLE BRACH PRES IND
MYO192,ECG ( LONG LEAD 11)
MYO1927,"2D ECHO, W/ COLOR FLOW DOPPLER STUDY, PEDIA OUTPATIENT"
MYO193,ANKLE BRACHIAL INDEX
MYO194,VENOUS DUPLEX SCAN OF LOWER EXTREMITY
MYO195,ARTERIAL DUPLEX SCAN OF LOWER EXTREMITY
MYO198,ECHO FEE
MYO199,STRESS TEST SESTAMIBI DIPYRIDAMOLE
MYO1991,NUCLEAR CARDIAC IMAGING (SESTAMIBI DIPYRIDAMOLE STRESS TEST)
MYO201,VENOUS DUPLEX SCAN - UPPER EXTREMITIES
MYO202,PERIPHERAL VENOUS DUPLEX SCAN LOWER EXTREMITY
MYO2026,ADDITIONAL DOBUTAMINE
MYO2030,ADDITIONAL STRESS ECHO
MYO2031,ARTERIAL
MYO2033,CAROTID
MYO2035,DOBUTAMINE
MYO2036,DOBUTAMINE STAT
MYO2039,DVT SCREENING
MYO205,ANTI-BETA 2 GLYCOPROTEIN IGM
MYO2056,VENOUS
MYO206,ANTI-BETA 2 GLYCOPROTEIN IGG
MYO2066,TREADMILL
MYO208,STRESS TEST MODIFIED BRUCE
MYO211,TREADMILL STRESS TEST (PEDIA)
MYO2128,"15-LEAD ELECTROCARDIOGRAM (ECG) ~CVEC"
MYO213,ARTERIAL DUPLEX SCAN (UPPER EXTREMITIES)
MYO2142,BOTH LOWER EXTREMETIES ARTERIES & VEINS
MYO2146,"2D ECHO ADULT PLAIN (HS)"
MYO215,HOLTER MONITORING
MYO2152,TREADMILL STRESS ECHO (HS)
MYO2153,ANKLE BRACHIAL INDEX (ABI) (HS)
MYO2154,ARTERIAL DUPLEX SCAN (HS)
MYO2155,CAROTID DUPLEX SCAN (HS)
MYO2159,VENOUS DUPLEX SCAN (HS)
MYO2162,FM - PFT COMPLETE
MYO2164,ECG (HS)
MYO218,"48 HOURS HOLTER MONITORING"
MYO2189,VENOUS DUPLEX SCAN (BOTH UPPER AND LOWER EXTREMITIES)
MYO2195,LOWER EXTRIMITY SCAN-ARTERIAL DUPLEX SCAN W/ ABI
MYO2199,"2D ECHOCARDIOGRAM W/COLORED DOPPLER ( OUT-PATIENT"
MYO2203,DOPPLER ULTRASOUND CAROTID AND VERTEBRAL ( OUT-PAT
MYO2204,HOLTER MONITOR 24 HOUR( OUT-PATIENT )
MYO2206,SMART ELECTROCARDIOGRAM ( ECG ) OUT-PATIENT
MYO221,CARDIAC BP MONITORING
MYO2211,VENOUS AND ARTERIAL COMBINED ( OUT-PATIENT )
MYO2212,BLOOD PRESSURE ( 24 HOURS ) MONITORING ( OUT-PATIE
MYO2226,PERIPHERAL VENOUS DUPLEX SCAN-BOTH LOWER EXTREMITIES
MYO2242,ELECTROCARDIOGRAM (ECG) - PORTABLE
MYO2247,"24 HRS HOLTER MONITORING"
MYO225,"2D ECHO ADULT COLOR (HS)"
MYO2250,"2D ECHO WITH DOPPLER STUDY."
MYO2252,ARTERIAL /VENOUS DUPLEX.
MYO2253,ARTERIAL BOTH EXTREMITIES.
MYO2254,CAROTID DUPLEX SCAN.
MYO2257,ECG.
MYO2263,TREADMILL STRESSTEST.
MYO2274,EMG-NCV/NCS (2LIMBS)
MYO2275,EMG-NCV/NCS (4LIMBS)
MYO229,ECG PEDIA WITH RHYTHM STRIP AT CVL
MYO2299,VASCULAR - ARTERIAL
MYO230,CAROTID/VERTEBRAL SCAN
MYO2301,VASCULAR - CAROTID
MYO2307,VASCULAR - VENOUS
MYO2310,VASCULAR VENOUS COMPRESSION
MYO2312,ANKLE BRACHIAL INDEX BOTH LEGS
MYO232,"2D ECHO W/ COLORFLOW DOPPLER"
MYO2320,"2D ECHO WITH COLOR FLOW DOPPLER"
MYO23201,"2D ECHO COLORED FLOW DOPPLER"
MYO23202,"2D ECHO WITH COLOR DOOPLER"
MYO2345,"2D ECHOCARDIOGRAM (2D ECHO), W/ COLOR FLOW DOPPLER STUDY, PEDIA-INTPATIENT"
MYO2348,"2D ECHO - ADULT - CARDIAC PACKAGE"
MYO2352,(ECU - TMCSL) 2D ECHO WITH DOPPLER STUDY
MYO236,SEGMENTAL PRESSURE AND WAVEFORM STUDY (LOWER EXTREMITIES)
MYO2364,ECG (NEW) PRE EMPLOYMENT
MYO2365,CPN - DOBUTAMINE STRESS ECHO
MYO2374,ECG 12 LEADS (ER)
MYO2376,CARDIAC MIBI STRESS TEST
MYO2377,CARDIAC PACKAGE A
MYO2389,"2D ECHO WITH DOPPLER AND STRAIN"
MYO2390,"2D ECHO WITH DOPPLER (4 CHAMBERS)"
MYO2411,"2D ECHO WITH DOPPLER (HMO)"
MYO2418,AV DUPLEX SCAN LOWER EXTREMITY
MYO2426,COLOR DOPPLER (DIAGNOSTICS)
MYO2438,NCS + EMG 2 LIMBS
MYO2451,BUBBLE CONTRAST STUDY
MYO2457,"2D ECHO W/DOPPLER(ADULT)-BEDSIDE"
MYO2467,CONTRAST ONLY
MYO2470,"STRESS ECHO, W/OUT MEDICINE BRUCE PROTOCOL"
MYO2471,"STRESS ECHO, W/OUT MEDICINE MODIFIED BRUCE PROTOCOL"
MYO2478,LEFT HEART CATHETERIZATION (B)
MYO248,STRESS TEST - TREADMILL (BRUCE)
MYO249,DUPLEX SCAN OF PER ARTERIAL SYSTEM
MYO250,DUPLEX SCAN OF PER VENOUS SYSTEM
MYO2545,LOWER EXTREMITY SCAN - VENOUS DOPPLER SCAN~CVUZ
MYO2549,DUPLEX SCAN BILATERAL
MYO256,"2D ECHO WITH COLOR DOPPLER"
MYO256012345,"2D ECHO WITH COLOR DOPPLER FLOW STUDY"
MYO2564,CAROTID DOPPLER
MYO260,TREADMILL EXERCISE TEST
MYO262,TREADMILL EXERCISE TEST (MODIFIED BRUCE PROTOCOL)
MYO2636,ECG ADULT WITH RHYTHM STRIP (EMR)
MYO2638,CORONARY ANGIOGRAM W/O ANES A
MYO2644,ADULT 2D ECHO W/ COLOR DOPPLER (HMO)
MYO2647,AMBULATORY BP MONITORING  (HMO)
MYO2648,ARTERIAL (HMO) WITH DRAPE
MYO2649,ARTERIAL AND VENOUS DUPLEX HMO WITH DRAPE
MYO2652,ARTERIAL AND VENOUS DUPLEX HMO
MYO2653,CAROTID (HMO) WITH DRAPE
MYO2666,PEDIA 2D ECHO W/ DOPPLER(HMO)
MYO267,ECHOCARDIOGRAPHY (PEDIA)
MYO2674,TREADMILL STRESS TEST (HMO)
MYO270,"2D ECHO PLAIN (BEDSIDE)"
MYO271,"2D ECHO W/ DOPPLER STUDY (BEDSIDE)"
MYO2711,"2D ECHO ADULT COLOR WITH GLS (HS)"
MYO2712,"2D ECHO ADULT PLAIN WITH GLS (HS)"
MYO2723,TRANSESOPHAGEAL ECHOCARDIOGRAM (TEE) W/ ANES
MYO2733,AV MAPPING - BILATERAL ARMS
MYO2736,EEG-1 HOUR
MYO2740,GLOBAL LONGITUDINAL STRAIN (GLS)
MYO27502,"2D ECHO W/ DOPPLER AND SALINE CONTRAST STUDY"
MYO2783,"2D ECHOCARDIOGRAPHY WITH GLOBAL LONGITUDINAL STRAIN (GLS)"
MYO2784,VENOUS (HMO) WITH DRAPE
MYO281123,STRESS ECHO
MYO282,BEDSIDE ECHO
MYO286,ECG PEDIA WITH RHYTHM STRIP
MYO288,SMART ELECTROCARDIOGRAM
MYO289,EXERCISE STRESS ECHO TEST
MYO2891,STRESS ECHO TEST
MYO290,"2D ECHO DOPPLER WITH 3D ECHO"
MYO2910,"2D ECHO WITH COLOR DOPPLER"
MYO296,"24 HOUR AMBULATORY BLOOD PRESSURE W/ PF"
MYO303,"2D ECHOCARDIOGRAPHY WITH DOPPLER (PORTABLE BEDSIDE"
MYO312,PERICARDIAL EFFUSION MONITORING
MYO319,ARTERIAL DUPLEX SCAN OF UPPER EXTREMITY
MYO320,VENOUS DUPLEX SCAN OF UPPER EXTREMITY
MYO322,"3D TRANSESOPHAGEAL ECHO (OR)"
MYO367,ECG - DIALYSIS
MYO400,ECG 15 LEADS
MYO40045,ECG
MYO413,ELECTROCARDIOGRAPHY (EKG)
MYO416,ARTERIAL DUPLEX SCAN W/ ABI (PACKAGE)
MYO418,VENOUS DUPLEX SCAN W/ ABI (PACKAGE)
MYO419,ANKLE BRACHIAL INDEX WITH DIGITAL PHOTOPLETHYSMOGRAPHY
MYO429,CARDIAC SCORING (FOR RESEARCH)
MYO436,ARTERIAL DUPLEX SCAN
MYO44000,MYOCARDIAL PERFUSION SCAN
MYO445,"2D ECHOCARDIOGRAM WITH COLOR FLOW DOPPLER STUDY"
MYO448,VASCULAR PROCEDURES (ARTERIAL/VENOUS)
MYO467,PEDIATRIC ECHOCARDIOGRAM
MYO4671,PEDIATRIC ECHO WITH DOPPLER
MYO471,ECG MACHINE
MYO472,ECHOCARDIOGRAM
MYO477,VENOUS DUPLEX SCAN (UPPER/LOWER)
MYO482,ECG (PEDIA)
MYO484,ARTERIAL/VENOUS MAPPING (BOTH UPPER EXTREMITIES)
MYO487,EVALUATION OF AV SHUNT
MYO496,SESTAMIBI MYOCARDIAL PERFUSION IMAGING
MYO5010,ARTERIAL DUPLEX SCAN BOTH LEGS
MYO5141,ARTERIAL DUPLEX SCAN BOTH LOWER EXTREMITIES
MYO524,VENOUS DUPLEX SCAN BOTH LOWER EXTREMITIES
MYO528,CARE/STRESS PHASE I
MYO536,CARDIAC PACKAGE + 2D ECHO WITH DOPPLER
MYo538,"2D ECHO WITH DOPPLER-ICU"
MYo543,ARTERIES AND VEIN LOWER EXT (BILATERAL)
MYo562,STRESS TEST-BRUCCE
MYo564,STRESS TEST-MOD
MYo565,STRESS TEST-NIH
MYo567,"24 H HOLTER MONITORING~CVHT"
MYo568,"2D ECHOCARDIOGRAPHY DOPPLERCVED"
MYo569,"2D ECHOCARDIOGRAPHY~CVEG"
MYo570,"2D ECHOCARDIOGRAPHY-PEDIATRIC~CVED"
MYo571,"CAROTID DUPLEX SCAN, BILATERAL~CVUZ"
MYo573,LOWER EXTREMITY SCAN - ARTERIAL DUPLEX SCAN~CVUZ
MYo575,TREADMILL - STRESS TEST~CVST
MYo576,TREADMILL STRESS ECHOCARDIOGRAPHY~CVST
MYo579,ECG 15 LEADS-PEDIATRIC~CVEC
MYo581,LOWER EXTREMITY SCAN ARTERIAL DUPLEX SCAN- CVUZ (C
MYo582,BEDSIDE ULTRASOUND
MYo585,CARDIOVASCULAR RENAL SCAN
MYO603,MAMMOGRAM
MYO603,
MYo614,VENOUS DUPLEX SCAN PACKAGE ( UPPER& LOWER EXTREMIT
MYO619,ELECTROCARDIOGRAM (ECG) (ANNUAL PHYSICAL EXAM)
MYO634,ARTERY & VEIN MAPPING ·UPPER EXTREMITY (BILATERAL)
MYO637,ECG ADULT WITH RHYTHM STRIP AT CVL
MYO663,"2D ECHO WITH DOPPLER ADULT"
MYO687,"2D ECHO (ADULT)"
MYO688,"2D ECHO (PEDIA)"
MYO689,"12 LEAD ECG (ADULT)"
MYO692,"2D-ECHOCARDIOGRAPHY (2D - PLAIN) ~CVEG"
MYO693,CAROTID DUPLEX SCAN (CDS) ~CVUZ
MYO693123,CAROTID DUPLEX SCAN
MYO697,TREADMILL STRESS TEST - INDUSTRIAL (TST)~CVST
MYO699,ARTERIAL/VENOUS DUPLEX SCAN - UPPER EXTREMITIES (ADS OR VDS) ~CVUZ
MYO703,ARTERIAL DUPLEX SCAN OF BOTH LOWER EXTREMITIES (ADS W/ ABI) ~CVUZ
MYO707,TREADMILL STRESS TEST - CARDIO (TST) ~CVST
MYO709,ARTERIAL AND VENOUS DUPLEX SCAN (AVDS W/ ANKLE-BRACHIAL INDEX) (ABI) ~CVUZ
MYO711,ANKLE BRACHIAL INDEX (ABI)
MYO718,ECG ADULT WITH RHYTHM STRIP
MYO720,VENOUS DUPLEX SCAN
MYO732,CAROTID DUPLEX STUDY
MYO750,VENOUS DUPLEX SCAN OF LOWER EXTREMITIES (BEDSIDE)
MYO779,"24HRS AMBULATORY BP MONITORING"
MYO824,EEG SLEEP/AWAKE
MYO841,TRANS-ESOPHAGEAL ECHOCARDIOGRAPHY
MYO849,ARTERIAL UPPER EXTREMITY
MYO930,ECG - ELECTROCARDIOGRAM 15 LEADS (PORTABLE) PEDIA
MYO931,PERIPHERAL ARTERIAL DUPLEX STUDY LOWER EXT. (PORTABLE)
MYO933,PERIPHERAL VENOUS DUPLEX STUDY LOWER EXT. (PORTABLE)
MYO937,TREADMILL STRESS TEST
MYO938001,"2D ECHO W/ DOPPLER PEDIA"
MYO940,"2D ECHO WITH COLOR FLOW AND DOPPLER STUDY (ADULT)"
MYO944,VENOUS AND ARTERIAL COMBINED
MYO945,PROSTATE BIOPSY
MYO969,"24 HOURS HOLTER WITH HEART RATE VARIABILITY (HRV)"
MYO970,ARTERIAL MAPPING
MYO972,"12-LEAD ELECTROCARDIOGRAM (ECG/EKG) - HS"
MYO973,"12-LEAD ELECTROCARDIOGRAM (ECG/EKG) - ICU"
MYO982,MSK ULTRASOUND
N000,ULTRASOUND-GUIDED BIOPSY THYROID
N025,CANCER ANTIGEN 125
N100,CANCER ANTIGEN (CA) 72-4
N101,(CBG) CAPILLARY BLOOD GLUCOSE
N1016,SMOOTH MUSCLE ACTIN
N102,(EEG) ELECTROENCEPHALOGRAM
N10219,CAPILLARY BLOOD GLUCOSE
N1023,SPEC M
N102718,VLDL (VERY LOW DENSITY LIPOPROTEIN)
N1036,TACROLIMUS BLOOD TEST/TACROLIMUS ASSAY/TACROLIMUS TROUGH
N1039,TISSUE AFB STAIN
N104,VLDL (VERY LOW DENSITY LIPOPROTEIN)
N105,"LIPOPROTEIN PROFILE (TOTAL CHOLE, HDL, LDL, AND TRIGLYCERIDE)"
N1052,TTF-1 (THYROID TRANSCRIPTION FACTOR 1)
N1058,UREA NITROGEN (URINE)
N1059,UREA ACID (SERUM)
N107,PFT-COMPLETE
N10742,COMPLETE PFT STUDY
N108,RUBELLA IGG
N1087,DOBUTAMINE STRESS TEST ECHO
N10888,ECG
N109,ACID FAST BACILLI (AFB) CULTURE AND SENSITIVITY
N1093,TILT TABLE TEST
N1095,TREADMILL STRESS ECHO (TSE)
N10951,TREADMILL STRESS ECHO BRUCE PROTOCOL
N110,ALPHA FETO PROTEIN (QUALI)
N111,ALPHA FETO PROTEIN (QUANTI)
N1111702,HEAD CRANIAL CT SCAN PLAIN INCLUDING FACIAL
N1112,HEATED AEROSOL (PER TREATMENT)
N1124,SPIROMETRY (COMPLETE STUDY)
N116,ANTI HEPATITIS A VIRUS (HAV) - IMMUNOGLOBULIN M (IGM)
N1163,BLOOD IRRADATION
N117,(ANA-TITER) ANTINUCLEAR ANTIBODIES TITER
N118112,XRAY-CERVICAL APL
N120,(ASO) ANTISTREPTOLYSIN O
N1200,COLOR DOPPLER LOWER EXTREMITY BILATERAL VEINS
N1201,COLOR DOPPLER LOWER EXTREMITY UNILATERAL ARTERY
N1212,"COLOR DOPPLER OF THE SCROTUM, TESTES/TESTIC"
N1214,COLOR DOPPLER OF THE THYROID
N122,BILIRUBIN (QUANTI)
N1228,COLOR DOPPLER-ONE ORGAN
N124,BLEEDING TIME
N1241031,BLEEDING TIME (BT)
N125,"BREAST PANEL (ERA, PRA, CERB,B2)"
N1251,CT SCAN-HEAD TRAUMA
N1253344,CT SCAN VIRTUAL COLONOSCOPY
N1256,CT SCAN CORONARY ANGIOGRAM W/ CONTRAST
N1257,CT SCAN CRANIAL (PLAIN)
N12571,CT SCAN CRANIAL
N12577,CT SCAN-CRANIAL PLAIN STAT
N1266,CT SCAN NECK (PLAIN)
N1271,CT SCAN THORACIC AORTA (ANGIOGRAM)
N12725,CT SCAN-CRANIAL PLAIN
N1276,CT SCAN UPPER ABDOMEN (PLAIN)
N128,"CPK MB, CPK MM"
N1280,CT SCAN WHOLE ABDOMEN (PLAIN)
N129,CREATINE PHOSPHOKINASE (CPK-MB)
N130,CPK MM
N1307,FILM
N1309,"FINGER, ONE HAND"
N131,CROSS MATCHING
N1321,(HBSAG) HEPATITIS B SURFACE ANTIGEN SCREENING
N132144,ANTIGEN SCREEN
N13377,CT SCAN UPPER ABDOMEN PLAIN
N135,CALCITONIN
N137,CARBON DIOXIDE (C02)
N137,
N1371,XRAY-KNEE JOINT W/ SKYLINEVIEW UNILATERAL
N1380,ULTRASOUND-LIVER - GALL BLADDER - HEPATOBILIARY
N139,CD 10
N1394,ARTERIAL DUPLEX SCAN (LOWER EXTREMITY) UNILATERAL
N1397,"MAMMOGRAM, BILATERAL"
N139701,MAMMOGRAM BILATERAL
N1398,"MAMMOGRAM, UNILATERAL"
N140,CYTOLOGY AND CELL BLOCK
N141,CELL CYTOLOGY
N142,RANDOM URINE CHLORIDE
N144,CYTOLOGY SMEAR
N1452,ULTRASOUND-ONE ORGAN
N14522,ULTRASOUND SOFT TISSUE
N1468,ULTRASOUND-PELVIC (GYNE)
N14681,ULTRASOUND-PELVIC
N1472,XRAY-PELVIS SACRUM AND COCCYX APL
N149,"(EBV-VCA IGG) EPSTEIN BARR VIRUS, VIRAL CAPSID IGG"
N150,"(EBV-VCA IGM) EPSTEIN BARR VIRUS, VIRAL CAPSID IGM"
N1507,SCANOGRAM
N151,PROGESTERONE
N153,FOLATE
N1539,"XRAY-SOFT-TISSUE, NECK"
N157,GIEMSA STAIN TEST
N158,GLUCOSE TOLERANCE TEST
N1587,XRAY-TIBIA AND FIBULA APL
N159,OGTT 3 SAMPLE
N160,OGTT 4 SAMPLE
N161,ORAL GLUCOSE TOLERANCE TEST (OGTT)
N1614,ULTRASOUND-URINARY BLADDER - PROSTATE
N1615,USE OF ANESTHESIA MACHINE
N162,GLUCOSE CHALLENGE TEST OGCT 50GMS
N1624,VENOGRAM
N1630,X-RAY-WHOLE ABDOMEN (PLAIN)
N1639,XRAY-WRIST UNILATERAL
N1640,XRAY-HAND UNILATERAL
N1644,XRAY-TIBIA-FIBULA UNILATERAL
N1646,MRI BRAIN
N1649,MRI - HEAD (PLAIN) SEIZURE PROTOCOL
N165,LDL (LOW-DENSITY LIPOPROTEIN)
N1664,MRA - SPINE LUMBAR
N166599,MRI - CERVICAL PLAIN
N1678,RENIN RIA
N1680,SCINTIMAMMOGRAPHY
N1683,STRESS ECHOCARDIOGRAPHY
N1688,TESTOSTERONE RIA
N16890,CT SCAN WHOLE ABDOMEN TRIPLE CONTRAST
N1690022,CT SCAN-WHOLE ABDOMEN WITH IV CONTRAST
N1699,THYROID RECEPTOR ANTIBODY (TRAB)
N170,HEMATOCRIT
N1701,UBT UREA BREATH TEST
N17019,UREA BREATH TEST
N171,HEMOGLOBIN
N17311,OCT - ANGIOGRAPHY
N1732,POLYSOMNOGRAMS / SLEEP STUDY
N1739,KETONES
N175,HERPES SIMPLEX VIRUS I IGM (HSV 1 IGM)
N1757,URINE POTASSIUM
N1757120,RANDOM URINE SODIUM
N1758,CT SCAN-LUMBOSACRAL SPINE (PLAIN)
N1759,CT SCAN-HEAD PLAIN
N176,HERPES SIMPLEX VIRUS II IGG (HSV 2 IGG)
N1794,DIGITAL MAMMOGRAPHY
N1797,STOOL CULTURE AND SENSITIVITY
N180,HIV
N1802,CHEM 8 (CHEM 7 + SGPT)
N1803,DUAL ENERGY X-RAY ABSORPTIOMETRY (DEXA)
N1804,ECG-STAT
N183,IGM IMMUNOGLOBULINS
N184,IGA IMMUNOGLOBULINS
N185,IMMUNOGLOBULIN G/IGG
N187,RUBELLA IGM
N1890,FECAL IMMUNO CHEMICAL TEST
N190,"IMMUNOGLOBULINS (IGG, IGM, IGA)"
N191,INSULIN
N192,TOTAL IRON BINDING CAPACITY (TIBC)
N195,LUPUS ERYTHEMATOSUS (LE PROFILE)
N197,LITHIUM
N200,PHOSPHORUS URINE
N2007,"XRAY-VERTEBRAE, CERVICAL (AP/PA, O)~XRPN"
N2009,"XRAY-VERTEBRAE, CERVICAL (AP/PA/L)~XRPN"
N201,PROSTATIC ACID PHOSPHATASE
N2015,"XRAY-VERTEBRAE, LUMBAR (AP/PA, L)~XRPN"
N2017,"XRAY-VERTEBRAE, LUMBAR (AP/PA, L, O)~XRPN"
N2021,"XRAY-VERTEBRAE, LUMBAR (AP/PA/L)~XRPN"
N2025,"XRAY-VERTEBRAE, LUMBO-SACRAL (AP/PA, L)~XRPN"
N2032,"XRAY-VERTEBRAE, LUMBO-SACRAL (AP/PA/L)~XRPN"
N2035,"XRAY-VERTEBRAE, THORACIC (AP/PA, L)~XRPN"
N2036,XRAY-CHEST (AP/PA/L/O)~XRPN
N2040,MRI-HEAD-STROKE~MRPN
N2041,MRI-HEAD-STROKE~MRPN-FILM [14X17 (5)]
N2042,MRA HEAD~MRPN-FILM [14X17 (5)]
N2050,PREGNANCY CARD TEST~MCUS
N206,ROUTINE HISTOPATH
N207,(RPR) RAPID PLASMA REAGIN
N208,VDRL (QUANTITATIVE)
N209,VDRL (QUALITATIVE)
N210,RUBEOLA IGM
N211,RUBEOLA IGG
N212,"SALMONELLA (IGG & IGM, EIA)"
N212121,URIC ACID
N213,SEMEN ANALYSIS
N216,THYROGLOBULIN
N218,TROPONIN T (QUANTITATIVE)
N219,TROPONIN T (QUALITATIVE)
N220,TROPONIN I (QUANTITATIVE)
N221,TROPONIN I (QUALITATIVE)
N222,"TYPHIDOT IGG, IGM"
N226,BUA (URINE)
N227,(BUA) BLOOD URIC ACID
N227,
N2277,(BUA) BLOOD URIC ACID
N2278,URIC ACID
N228,URINE-ALBUMIN
N229,URINE PROTEIN
N232,WBC
N239,XRAY-ANKLE BILATERAL
N240,XRAY-ANKLE UNILATERAL
N241,XRAY-ANKLE APL 11X14
N245,XRAY-CHEST WITH OBLIQUE
N2451212,XRAY-CHEST PA LAT PORTABLE
N250,XRAY-ELBOW APL 11X14
N255,XRAY-FOOT AP 11X14
N256,XRAY-FOOT OBLIQUE 11X14
N257,XRAY-FOOT LATERAL 11X14
N259,XRAY-FOOT APL 11X14
N2591,XRAY LEFT FOOT AP LAT
N260,XRAY-FEMUR AP 11X14
N265,XRAY-HIP JOINT BILATERAL
N266,XRAY-HIP JOINT AP
N270,XRAY-UPPER ARM/HUMERUS (BILATERAL)
N273,XRAY-KNEE APL 11X14 (UNILATERAL)
N274,XRAY-KNEE AP 11X14
N276,XRAY-KUB
N277,XRAY-MANDIBLE AP
N279,MRCP PLAIN ONLY
N2791112019,MRCP - MRI PLAIN
N283,XRAY-PELVIC BONE
N287,ERCP
N288,XRAY-SCAPULA APL 11X14
N290,ULTRASOUND-ANY 1 ORGAN
N291,ULTRASOUND-ANY 2 ORGAN
N292,ULTRASOUND-ANY 3 ORGAN
N293,ULTRASOUND-ANY 4 ORGAN (UPPER OR LOWER ABDOMEN)
N294,ULTRASOUND-ANY 5 ORGAN
N295,ULTRASOUND-ANY 6 ORGAN
N296,ULTRASOUND-ANY 7 ORGAN
