"cptcode","cptdesc"
LAB9354,CHLORIDE (CL)~CHSU
LAB9355,CHOLESTEROL~CHRB
LAB9359,COOMB''S TEST (DIRECT)~HMRE
LAB9360,CORTISOL~ INTERFERON STIMULATED RESPONSE ELEMENT (ISRE)
LAB9362,CREATININE~CHRB
LAB9363,CREATININE~CHSU
LAB9364,CRP (DILUTION)~ISRE
LAB9367,D-DIMER~ISRE
LAB9368,DENGUE NSI (QUALITATIVE)~ISRE
LAB9369,DIRECT BILIRUBIN (DB)~CHRB
LAB9371,ERYTHROCYTE SEDIMENTATION RATE (ESR)~HMRE
LAB9372,ESTRADIOL/ESTROGEN~ISRE
LAB9373,EXUDATES (AZURITE) CULTURE & SENSITIVITY~MBCS
LAB9374,FERRITIN~ISRE
LAB9375,FINE-NEEDLE ASPIRATION BIOPSY (MAXIMUM 4 SLIDES)~HPRE
LAB9376,FOLLICLE STIMULATING HORMONE (FSH)~ISRE
LAB9378,FT3 (ECLIA)~ISRE
LAB9379,FT3 (RIA)~ISRE
LAB9380,FT4 (ECLIA)~ISRE
LAB9381,FREE THROXINE FT4 (RIA)~ISRE
LAB9382,GAMMA GLUTAMYL TRANSFERASE (GGT)~CHRB
LAB9383,"GLUTAMIC OXALOACETIC TRANSAMINASE (SGOT, AST)~CHRB"
LAB9383,
LAB9384,"GLUTAMIC PYRUVIC TRANSAMINASE (SGPT, ALT)~CHRB"
LAB9385,GLYCOSYLATED HEMOGLOBIN (HBA1C)~CHRB
LAB9385,
LAB9386,GRAM STAIN~MBRE
LAB9387,H. PYLORI (QUALITATIVE)~ISRE
LAB9388,HBEAG~ISRE
LAB9389,HBSAG (HEP B) (ECLIA)~ISRE
LAB9390,HBSAG (HEP B) (RAPID TEST)~ISRE
LAB9391,HBV-DNA~ISRE
LAB9399,INDIRECT BILIRUBIN (IB)~CHRB
LAB9400,INSULIN~CHRB
LAB9401,INTACT PARATHYROID HORMONE (IPTH)~ISRE
LAB9402,IONIZED CALCIUM~CHRB
LAB9403,IRON (FE)~CHRB
LAB9404,KETONE~MCUS
LAB9405,LACTIC DEHYDROGENASE (LDH)~CHRB
LAB94071,LEPTOSPIRA IGM
LAB9408,LIPASE~CHRB
LAB9410,LUTEINIZING HORMONE (LH)~ISRE
LAB9411,MAGNESIUM (MG)~CHRB
LAB9413,METHAMPHETAMINE/TETRAHYDROCANNABINOIDS~DTRE(DRUG TEST)
LAB9414,MICRAL TEST~MCUS
LAB9415,OCCULT BLOOD~MCSS
LAB9416,ORAL GLUCOSE CHALLENGE TEST (OGCT)~CHRB
LAB9417,PAP SMEAR~HPRE
LAB9419,PHOSPHOROUS (P)~CHRB
LAB9420,PHOSPHOROUS (P)~CHSU
LAB9421,POTASSIUM (K)~CHRB
LAB9422,POTASSIUM (K)~CHSU
LAB9425,PROLACTIN~ISRE
LAB9426,PROTHROMBIN TIME (PT)~HMRE
LAB9427,PSA~ISRE
LAB9428,RF~ISRE
LAB9429,ROUTINE STOOL~MCSS
LAB9430,RPR (QUALITATIVE)~ISRE
LAB9437,SODIUM (NA)~CHRB
LAB9437,
LAB9438,SODIUM (NA)~CHSU
LAB9440,SPUTUM CULTURE & SENSITIVITY~MBCS
LAB9441,STOOL CULTURE & SENSITIVITY~MBCS
LAB9442,SUGAR (FBS)~CHRB
LAB9443,SUGAR (RBS)~CHRB
LAB9443,
LAB9444,T3 (ECLIA)~ISRE
LAB9445,THYROXINE (T4) ECLIA~ISRE
LAB94459,T4 (ECLIA)
LAB9447,TESTOSTERONE~ISRE
LAB9448,THYROGLOBULIN (ECLIA)~ISRE
LAB9450,TOTAL CALCIUM (CA)~CHRB
LAB9451,TOTAL IGE~ISRE
LAB9452,TOTAL IRON BINDING CAPACITY (TIBC)~CHRB
LAB9453,TOTAL PROTEIN (TP)~CHRB
LAB9454,TOTAL PROTEIN ALBUMIN/GLOBULIN (TPAG)~CHRB
LAB94540,TOTAL PROTEIN ALBUMIN/GLOBULIN (TPAG)
LAB9455,TOTAL PROTEIN~CHSU
LAB9456,TOXOPLAMA IGG~ISRE
LAB9458,TRIGLYCERIDES~CHRB
LAB9459,TROPONIN T (QUALITATIVE)~ISRE
LAB9460,TROPONIN T (QUANTITATIVE)~ISRE
LAB9461,TSH (ECLIA)~ISRE
LAB9462,C-REACTIVE PROTEIN (CRP)~ISRE
LAB9463,URIC ACID~CHSU
LAB9464,URINALYSIS (MANUAL)~MCUS
LAB9464,
LAB9467,"24 HR URINE ALBUMIN~CHSU"
LAB9470,AFP (LIVER CA)~ISRE
LAB9471,AMYLASE~CHCB
LAB9472,ANTI- MULLERIAN HORMONE~ISRE
LAB9476,CITRULLINE PEPTIDE (ANTI CCP)~ISRE
LAB9478,ANTI-THYROXIN PEROXIDASE~ISRE
LAB9480,BLEEDING TIME~HMRE
LAB9481,CANCER ANTIGEN 125 (OVARIAN CA)~ISRE
LAB9482,CALAS~ISRE
LAB9486,CELL BLOCK~HPRE
LAB9489,CLOTTING TIME~HMRE
LAB9491,COOMB''S TEST (INDIRECT)~HMRE
LAB9493,CSF CULTURE & SENSITIVITY~MBCS
LAB9498,"DENGUE IGG, IGM~ISRE"
LAB9499,DIFFERENTIAL COUNT~MCCB
LAB9501,ER/PR/HER-2-NUE~HPRE
LAB9505,GLUTAMIC OXALOACETIC TRANSAMINASE (SGOT)~CHCB
LAB9508,KETONE (SERUM)~CHRB
LAB9509,LACTIC DEHYDROGENASE (LDH)~CHCB
LAB9512,MICROALBUMIN/CREATININE RATIO~CHSU
LAB9513,ORAL GLUCOSE TOLERANCE TEST (OGTT)~CHRB
LAB9517,PREGNANCY TEST (SERUM)~MCUS
LAB9520,RANDOM URINE PROTEIN & CREATININE RATIO~CHSU
LAB9521,RBC MORPHOLOGY~MCUS
LAB9522,RANDOM BLOOD SUGAR (RBC)~MCCB
LAB9523,RETICULOCYTE COUNT~HMRE
LAB9525,RPR (QUANTITATIVE)~ISRE
LAB9526,SERUM BICARBONATE~CHRB
LAB9528,STOOL ANTIGEN H.PYLORI~ISRE
LAB9529,SUGAR~CHCB
LAB9530,TB PCR~MBCS
LAB9531,THROAT SWAB (CULTURE ONLY)~MBCS
LAB9532,TISSUE CULTURE & SENSITIVITY~MBCS
LAB9533,TOTAL BILIRUBIN (TB)~CHRB
LAB9536,TYPHIDOT~ISRE
LAB9537,URINALYSIS (AUTOMATED)~MCUS
LAB9538,URINE CULTURE & SENSITIVITY~MBCS
LAB9541,VITAMIN D TOTAL~ISRE
LAB9544,PLASMA RENIN ACTIVITY(RIA)~NMRI
LAB9546,THYROID-STIMULATING HORMONE (TSH) IRMA~NMRI
LAB95460,TROPONIN I QUALITATIVE
LAB9548,"CHEM 6 (FBS, BUA, LIPID PROFILE)~CHRB"
LAB9550,"LIVER PROFILE, BASIC (ALT, AST, GGTP, TB, DB, IB, TP A/G)~CHRB"
LAB9552,T4 (RIA)~ISRE~IA
LAB9553,TROPONIN I (QUANTITATIVE)~ISRE~IA
LAB9556,CBG DETERMINATION-PR~CHRB
LAB9559,CROSSMATCHING~BLDG
LAB956125,"24 HOUR URINE POTASSIUM"
LAB9562,(DO NOT USE) LIPID PROFILE~CHRB
LAB9563,BLOOD TYPING WITH RH~BLDG
LAB9564,ROUTINE FECALYSIS (FA)~MCSS
LAB9566,BIOPSY - SMALL~HPRE
LAB9567,BIOPSY - MEDIUM~HPRE
LAB9568,URINE CULTURE & SENSITIVITY : SO~MBCS
LAB95680,URINE CULTURE & SENSITIVITY
LAB9569,BLOOD CULTURE & SENSITIVITY WITH ARD~MBCS
LAB95699,BLOOD UREA NITROGEN (BUN)
LAB9576,ROUTINE BIOPSY - SMALL (SEND OUT)
LAB9577,ROUTINE BIOPSY MEDIUM~HPRE
LAB9578,ROUTINE BIOPSY LARGE~HPRE
LAB95799,BLOOD URIC ACID (BUA)
LAB9581,HUMAN EPIDIDYMIS PROTEIN 4 (HE4) ~ISRE
LAB9583,PACKED RBC~BLDG
LAB9586,ANTI-HBC (IGG)~ISRE
LAB9589,ESTIMATED GLOMERULAR FILTRATION RATE~CHRB
LAB9593,FECAL IMMUNOCHEMISTRY ~ MCSS
LAB9598,ALBUMIN~CHCB
LAB960,MICRO-SPUTUM/ETA CULTURE AND SENSITIVITY 
LAB9606,TSH IRMA ~ ISRE
LAB962,SPUTUM CULTURE AND SENSITIVITY WITH GRAM STAIN
LAB9620,"24 HR URINE URIC ACID~CHSU"
LAB9623,LEUKOREDUCED PRBC FEE
LAB9626,RANDOM URINE MICROALBUMIN/ALBUMIN ~ CHSU
LAB962600,RANDOM URINE MICROALBUMIN CREA RATIO
LAB9645,"ELECTROLYTE PANEL SODIUM POTASSIUM (NA, K)"
LAB9646,CULTURE AND SENSITIVITY-WOUND ABSCESS TISSUE
LAB9653,OB TRANSVAGINAL (HMO) WITH PF
LAB9658,KETONES (SERUM)
LAB9668,STAT5 (G3+) - BLOOD GAS
LAB9669,PRE - BUN
LAB967123,ANTI HBC TOTAL
LAB9680,AHBE-ANTI HBE (QUANTI)
LAB9684,ASO W/ DILUTION
LAB9686,FNAB (WITH OR WITHOUT CELL BLOCK) 1-4 SLIDES
LAB9687,FNAB (WITH OR WITHOUTCELL BLOCK) 5-8 SLIDES
LAB9692,(ABG- ARTERIAL BLOOD GAS) (G3+) STAT
LAB96990,QUANTITATIVE TROPONIN T
LAB9712,ROUTINE CULTURE AND SENSITIVITY
LAB9740,IPTH :SO
LAB9742,B-HCG (H.MOLE) : SO
LAB9747,BIOPSY FORCEPS (GASTROSCOPY)
LAB9749,APTT (ACTIVATED PARTIAL THROMBOPLASTIN TIME) ;SO~HMRE
LAB9754,NEBULIZATION TREATMENT ONLY~PUL
LAB9755,CK-MB~CHRB
LAB9756,"12-L ELECTROCARDIOGRAM (ECG)~CVEC"
LAB9757,TROPONIN I (QUALITATIVE)~ISRE
LAB9758,MAMMOGRAMMAMO
LAB9759,MAMMOGRAMDUCTOGRAM MAMO
LAB9760,BLOOD UREA NITROGEN (BUN)~CHRB
LAB9776,HBSAB QUANTI
LAB98,TPAG
LAB9800,ELECTROMYOGRAPHY (EMG) - 2 EXTREMITIES
LAB9807,CAROTID
LAB9813,CEA (COLON)
LAB981850,"24HRS URINE PROTEIN CREATININE RATIO"
LAB98215,STOOL EXAM ROUTINE
LAB98220,CANCER ANTIGEN 125 (SEND OUT)
LAB98232,C-REACTIVE PROTEIN (CRP) SEND OUT
LAB98233,TOTAL CK (SEND-OUT)
LAB98238,CA 153 (SEND OUT)
LAB98244,VITAMIN B12
LAB98247,THYROGLOBULIN (SEND OUT)
LAB98297,HEPA B FULL PANEL
LAB98299,C-REACTIVE PROTEIN (CRP) (QUALI)
LAB98300,H. PYLORI IGG AND IGM (QUANTI)
LAB98329,BETA-HCG (SERUM)
LAB98337,GAMMA-GLUTAMYL TRANSPEPTIDASE
LAB98338,SMALL SPECIMEN
LAB98339,A/G RATIO TPAG - (BODY FLUIDS)
LAB98340,ABG (I-STAT)
LAB98341,ABG WITH ELECTROLYTES (I-STAT)
LAB9834242,ABI (ANKLE BRACHIAL INDEX)
LAB98343,ABO BLOOD GROUPING (BLOOD TYPING)
LAB98351,B-HCG EIA
LAB98354,BLOOD CULTURE & SENSI (YELLOW - WITN ARD)
LAB98355,BLOOD CULTURE & SENSI. (BLUE - PLAIN)
LAB98358,BNP EXAMINATION
LAB98359,BODY COMPOSITION ANALYSIS (TANITA)
LAB9836,ANTIBODY TO HEPATITIS  C QUALITATIVE ANTI HCV
LAB98361,BONE DENSITOMETRY-ROUTINE SCAN
LAB98369,XRAY-CHEST ANT. LORDOTIC VIEW
LAB98385,ERYTHROPOIETIN
LAB98388,EXERCISE STRESS ECHOCARDIOGRAM
LAB9839,CPK-MM
LAB98391,FIBROSCAN WITH CAP - MEDIUM PROBE
LAB98392,FIBROSCAN WITH CAP - XL PROBE
LAB98398,HEPA B PROFILE - 3 PANELS
LAB98447,RBS BY MEDISENSE
LAB98452,SMP
LAB98454,SONOMED B-SCAN BOTH EYES (VER. 2017-05)
LAB98456,STAT CT BRAIN STROKE - PLAIN
LAB98482,TROP I (HI SENSE)
LAB98483,TRS (TRANSRECTAL SONOGRAPHY)
LAB98488,URINE MICRAL TEST
LAB98496,VITAMIN B12
LAB98498,FECALYSIS CONCENTRATION
LAB98499,H. PYLORI SCREENING
LAB9851010,QUANTITATIVE CRP
LAB98539,MALARIAL TEST (SCREENING)
LAB98587,KOH (FUNGAL SMEAR)
LAB9859,(CRP) C-REACTIVE PROTEIN (QUANTITATIVE AND QUALITATIVE)
LAB98599,URINE UREA NITROGEN
LAB98604,HOME SERVICE FEE
LAB9861,BLOOD RH TYPING(BLOOD TYPE)
LAB98611,CREATININE CLEARANCE
LAB98614,CARCINOEMBRYONIC ANTIGEN (CEA)
LAB98632,ANTI HAV IGM QUALI
LAB98637,ACID FAST BACILLI (BODY FLUIDS)( S.O)
LAB98645,ANTI-NUCLEAR ANTIBODY TITER( S.O)
LAB98650,ANTI - HBE TOTAL
LAB98655,ANTI - THYROGLOBULIN( S.O)
LAB98656,ANTIBODY SCREENING( S.O)
LAB98658,BETA HCG (SEND OUT)
LAB98659,BACK TYPING
LAB98663,BICARBONATE( S.O)
LAB98670,CLOSTRIDIUM DIFFICILE EIA (ANTIGEN AND TOXIN A/B(
LAB98674,CELL BLOCK
LAB98687,CREATININE CLEARANCE (24 HR URINE)(S.O.)
LAB98697,FREE T4 RIA(S.O)
LAB986991,"25-OH VITAMIN D PRO (D3 PLUS D2)"
LAB9870211,GRAM STAIN
LAB98705,HEPATITIS B INFECTION HBV DNA VIRAL LOAD (REAL TIME PCR)(S.O)
LAB98707,HEMOGLOBIN ELECTROPHORESIS (SEND OUT)
LAB9871101,IGG/IGG ANTIBODY TO DENGUE
LAB98714,HISTOPATH - H. PYLORI
LAB98715,HISTOPATH - RADICAL
LAB98716,HISTOPATH -LARGE(S.O)
LAB98719,HIGH SENSITIVE C REACTIVE PROTEIN(S.O)
LAB987210,RAPID PLASMA REAGIN (RPR VDRL)
LAB9873,SPUTUM GENEXPERT MTB/IRS
LAB98731,INTACT PTH (PARATHYROID HORMONE)
LAB98742,LEPTOSPIRAL IGG/IGM
LAB9875,LEUKOCYTE DEPLETION
LAB98751,MTB CULTURE (BODY FLUIDS)(S.O)
LAB98752,MTB GENEXPERT SENSITIVITY TEST(S.O)
LAB987520,TB GENEXPERT TEST
LAB9875201,MTB GENEXPERT TEST
LAB98758,OTHER BODY FLUIDS GS/CS
LAB98772,PROTEIN ELECTROPHORESIS (BLOOD)(S.O)
LAB98774,RENAL PROFILE
LAB98778,KIDNEY STONE ANALYSIS (SEND OUT)
LAB98790,TOXOPLASMA IGG (IMMUNOGLOBULIN G)-S.O
LAB98791,TOTAL PROTEIN ALBUMIN GLOBULIN (TPAG) BODY FLUIDS S.O
LAB98793,CALCIUM (URINE) - SEND OUT
LAB98795,CREATININE (URINE)(S.O)
LAB98798,POTASSIUM (URINE)(S.O)
LAB98801,VCT VIRAL LOAD(S.O)
LAB98802,VITAMIN D TOTAL(S.O)
LAB98807,PACKED RBC-ADMINISTRATIVE AND HANDLING FEE
LAB9881,ELASTOGRAPHY WITH PF
LAB98810,THROAT SWAB GS/CS
LAB98811,SERUM FOLATE
LAB98813,FECAL IMMUNOCHEMICAL TEST (S.O.)
LAB98821,BRAIN NATRIURETIC PEPTIDE BNP (S.O)
LAB98826,HIGH SENSITIVE C.R.P. (S.O.)
LAB9885,IRON (SEND OUT)
LAB98857010,HEMODIALYSIS WITH LAB PACKAGE
LAB98867,PAPS (THIN PREP)
LAB9888,BIOPSY (BIG)
LAB98884,RPR QUALITATIVE
LAB98885,RAPID PLASMA REAGIN (RPR) QUANTITATIVE
LAB98946,ESTRADIOL (HP)
LAB98947,ESTRADIOL ECLIA (HP)
LAB98964,LDH(OTHER BODY FLUID) (SO)
LAB98974,TB QUANTIFERON (SEND OUT)
LAB98984,IRON PARAMETERS
LAB98985,CA 15-3 (BREAST CA)
LAB98992,B-HCG (H MOLE) (W/ DILUTION)
LAB98993,CA-125 (OVARIAN CA)
LAB99000,CRANIAL CT SCAN WITH CONTRAST
LAB99003,PROTIME AND ACTIVATED PARTIAL THROMBOPLASTIN TIME
LAB99013,BILIRUBIN (BIB2)
LAB99016,BLOOD TYPE TEST (ABO RH) GEL METHOD
LAB99017,"LIPID PROFILE (CHOLES, TRIGLY,LDL,HDL)"
LAB990199,SGPT
LAB990294,CD68
LAB99035,CATHETERIZATION (URO)
LAB99040,CELL BLOCK (PROCESSING ONLY)
LAB99043,CHEST
LAB9906,AFB CULTURE AND SENSITIVITY SPUTUM (SEND-OUT)
LAB99068,COMPLETE BLOOD COUNT WITH IMMATURE PLATELET FRACTION
LAB99069,COMPREHENSIVE METABOLIC PROFILE
LAB99070,CONSULT CASES
LAB99087,CTX - IM/SQ INJECTION
LAB99089,CTX - PERIPHERAL - FIRST 2 HOURS
LAB9909,HEMO GLUCOSE TEST/RANDOM BLOOD SUGAR (HGT/RBS)
LAB99093,CULTURE FOR YEAST & FILAMENTOUS ORGANISMS (BY MALD
LAB99112,DCP APPLICATION-SKIN TEST
LAB99116,DIABETES EDUCATION CONSULT
LAB99117,DIABETES NUTRITION CONSULT
LAB99118,DIABETES-INSULIN INJECTION
LAB99120,DIABETES-TEACHING: SELF - MONITOR BLOOD GLUCOSE
LAB99128,ERBIUM YAG LASER (A)
LAB99133,EXCISION
LAB99134,EXCISION OF LIPOMA
LAB9915,SALMONELLA TYPHIDOT IGG/IGM
LAB99168,EXTENDED SERIES PATCH TESTING
LAB99175,FACS CD4
LAB99186,FNAB-FACILITY FEE
LAB99198,GA-68 PSMA PET/CT WITH DIAGNOSTIC CT (WITH CONTRAST
LAB9922,EMG 2 EXTREMITIES WITH PF
LAB99249,INDIRECT CALORIMETRY
LAB9928,FNAB (3-7 SLIDES)
LAB99289,MALDI TOF MS ID OF MYCOBACTERIA/NOCARDIA
LAB99343,PAP USED
LAB99355,PELVIC SCAN WITH CERVICAL LENGTH
LAB9936,INDIA INK
LAB9937,BLOOD BANK
LAB99395,REFRACTION
LAB99397,REFRACTIVE COMPLICATION
LAB99462,SPECIAL INTERPRETATION FOR BREAST ULTRASOUND
LAB9951,ASCITES QUANTIFICATION
LAB99519,USE OF C-ARM - 1ST 30MIN
LAB99520,USE OF C-ARM (ENDOSCOPY)
LAB99526,USE OF CYTOLOGY BRUSH
LAB99527,USE OF DISPOSABLE NEEDLE
LAB9953,ESWL (INCLUSIVE PF AND NET OF PHIC)
LAB99570,USE OF VIDEOSCOPE
LAB99575,VENOUS MAPPING
LAB99585,VERIFICATION
LAB9962,C/S RESPIRATORY (SPECIFY) ROUTINE
LAB9963,"C/S AND SMEAR, AFB (TB, MYCOBACTERUA) 2X PER SAMPLES"
LAB99634,ARTERIOVENOUS FISTULA GRAFTING (AVG)
LAB99645,BODY FLUIDS CULTURE W/GS
LAB99649,"RANDOM URINE (NA, K, CL)"
LAB99655,DENGUE DUO TEST (NS1 AND IGG-IGM)
LAB996555,DENGUE DUO TEST
LAB996620,URINE MICROALBUMIN CREA RATIO
LAB99669,CA 125 (II)
LAB9968,TILT TABLE TEST + PF
LAB9970,FECAL IMMUNOCHEMICAL TEST- STOOL
LAB9971,TYPHOID SCREENING IGG/IGM
LAB9972,PROSTATE SPECIFIC ANTIGEN (PSA) ECLIA
LAB9973,DENGUE NS1 (HI-PRE & HEALTH STAT)
LAB9976,NONSTRUCTUAL PROTEIN 1 ANTIGEN
LAB99779,GENEXPERT
LAB9991660,RETICULOCYTES
LAB99992,FIBROSCAN WITH CAP - XL PROBE
LAB99995,ROUTINE URINALYSIS
LLAB912517,CULTURE AND SENSITIVITY - RESPIRATORY
M1487,X-RAY FILM 14 X 17 - ADDITIONAL
M1491,X-RAY FILM 8 X 10 - ADDITIONAL
M307,"24 HOUR HOLTER MONITORING"
M307,
MAHH47778779,RAPID TEST
MAM001,MAMMOGRAPHY-SPOT FILM 2
MAM0034,MAMMOGRAM
MAM005,MAMMOGRAPHY ADDITIONAL VIEW- 1 FILM DF
MAM007,MAMMOTEST BIOPSY WITH PF
MAM008,DIGITAL MAMMOGRAM W/NEEDLE LOCALIZATION SINGLE L
MAM009,SPOT MAGNIFICATION/ADDITIONAL VIEWS WITH PF
MAM011,MAGNIFICATION VIEW
MAM013,MAMMOGRAPHY W/ PF
MAM014,MAMMOGRAPHY BILATERAL
MAM015,DIGITAL MAMMOGRAPHY BILATERAL WITH PF
MAM017,NEEDLE LOCALIZATION EXAMINATION OUTSIDE
MAM019,SPOT MAGNIFICATION/ADDITIONAL VIEWS
MAM020,DIGITAL MAMMOGRAPHY 2 SLIDES 
MAM025,BCA - MAMMOGRAM
MAM031,MAMMOGRAM
MAM036,DIGITAL MAMMOGRAPHY + 4D ABVS
MAM037,MAMMOGRAPHY WITH TOMOSYNTHESIS 
MAM043,MAMMOGRAM GUIDED OF THE BREAST WITH NEEDLE LOCALIZATION SINGLE LESION
MAM053,"DIGITAL MAMMOGRAPHY MAGNIFICATION, 1 SIDE"
MAM054,DIGITAL MAMMOGRAPHY 2D + 3D BREAST ULTRASOUND COMBINATION
MAM055,DIGITAL MAMMOGRAPHY 2D BREAST ULTRASOUND COMBINATION
MAM056,"DIGITAL MAMMOGRAPHY, 2 SIDES"
MAM060,"DIGITAL MAMMOGRAPHY, 1 SIDE"
MAM071,"3D BREAST MAMMOGRAPHY"
MAM073,MAMMOTOME-LOCAL ANESTHESIA PACKAGE (WITH 1-2 BREAST MASS)
MAM075,MAMMOGRAPHY
MAM078,MAMMOGRAPHY + SONOMAMMO (LARGED SIZED)
MAM079,MAMMOGRAPHY+ SONO MAMMOGRAM (NORMAL SIZED)
MAM081,VENOUS BLOOD GAS ANALYSIS
MAM082,VENOUS BICARBONATE
MAM083,VENOUS BLOOD GAS ANALYSIS
MAM088,BREAST BUNDLE (MAMMOGRAM + ULTRASOUND BREAST)
MAM089,BILATERAL MAMMOGRAPHY AND SONOMAMMOGRAPHY
MAM096,MAMMOGRAPHY + SONO MAMMO (LARGE SIZED)
MAM102,MAMMO - SCREENING MAMMOGRAPHY
MAM103,MAMMO - SCREENING MAMMOGRAPHY (1 BREAST ONLY)
MAM106,SPECIMEN RADIOGRAPHY - PF
MAM109,NEEDLE LOCALIZATION EXAMINATION OUTSIDE - PF
MAM111,SONO MAMMOGRAM-PF
MAM121,EXCISION OF BREAST MASS: BILATERAL   W/ FS
MAM138,DIGITAL BILATERAL MAMMOGRAM (GUIDED PROCEDURES)
MAM141,MAGNIFICATION/COMPRESSION/SPOT VIEWS
MAM142,READERS FEE (MMO)
MAM144,DIGITAL BILATERAL MAMMOGRAPHY
MAM146,MAMMO AND TOMO SCREENING PACKAGE - 1 SIDE
MAM147,MAMMO AND TOMO SCREENING PACKAGE - 2 SIDES
MAM148,MAMMOGRAM AND BREAST ULTRASOUND PACKAGE
MAM156,MAMMOGRAM~MAMO (BILATERAL)
MAM158,SONOMAMMOGRAPHY-BILATERAL~MAMO
MAM163,MAMMOGRAPHY (TWO SLIDE)
MAM164,SONO MAMMO PACKAGE
MAM165,MAMMOGRAPHY 2 BREAST
MAM166,MAMMOGRAPHY UNILATERAL
MAM167,MAMMOGRAM WITH BREAST ULTRASOUND
MAM169,CONTRAST ENHANCED MAMMOGRAPHY
MAM171,MAMMO - DIGITAL MAMMOGRAM (BOTH BREAST)
MAM174,"3D MAMMO UNILATERAL WITH ULTRASOUND"
MAM183,MAMMOGRAPHY SPOT MAGNIFICATION (UNILATERAL)
MED0227,ZOLADEX LA 10.8MG DEPOT 1S AMP (GMAP)
MED0373,PROGRAF 5MG CAP
MED1104,POTASSIUM CL POW 1KG
MED1106,POTASSIUM CIT POW 1KG
MED1126,PULSE OXIMETER PER DAY
MED1871,ULTRASOUND SINGLE ORGAN W/ COLOR FLOW PORTABLE
MED1962,OPD-ORAL GLUCOSE BEVERAGE 75G 240ML
MED1986,GADOLINIUM >50LBS (23KG)
MHC006,CULTURE AND SENSITIVITY - NASAL
MHC008,CULTURE AND SENSITIVITY - SPUTUM
MHC009,CULTURE AND SENSITIVITY - GENITAL FLUID
MHC010,CULTURE AND SENSITIVITY - TISSUE
MHC012,CULTURE AND SENSITIVITY - WOUND
MHC014,CULTURE AND SENSITIVITY - VAGINAL
MHC017,(PO4) PHOSPHASE OR INORGANIC PHOSPHORUS
MHC018,TOTAL CALCIUM (TCA)
MHC019,AFP (LIVER CA) (W/ DILUTION)
MHC020,B - HCG (H MOLE) (W/ DILUTION)
MHC021,CA 125 (OVARIAN CA) (W/ DILUTION)
MHC022,CANCER ANTIGEN 15-3 (BREAST CA) (W/ DILUTION)
MHC023,CA 19-9 (PANCREATIC CA) (W/ DILUTION)
MHC025,CEA (COLORECTAL CA) (W/ DILUTION)
MHC026,PSA (W/ DILUTION)
MHC027,(ANTI HCV) HEPATITIS C ANTIBODY
MHC028,HEPA B SCREENING TEST (2+3)
MHC031,C REACTIVE PROTEIN (CRP) (WITH DILUTION)
MHC032,HIV (1 & 2) (QUALI)
MHC033,RA / RF (W/ DILUTION)
MHC038,VDRL/RPR WITH DILUTION
MHC039,FNAB SMEAR (MAXIMUM 4 SLIDES)
MHC040,GATRIC BIOPSY FOR H - PYLORI
MHC041,ULTRASOUND-ABDOMINAL AORTA
MHC042,XRAY SHOULDER Y SCAPULA
MHC047,XRAY-HAND AP-O 11X14
MHC048,XRAY-HAND AP-O (BILATERAL)
MHC049,XRAY-SHOULDER BILATERAL
MHC050,XRAY KNEE AP BILATERAL
MHC051,ULTRASOUND - KUB W/ PROSTATE
MHC052,ULTRASOUND-ARTERIAL/VENOUS DUPLEX SCAN-UNILATERAL
MHC053,CULTURE AND SENSITIVITY
MHC05312,TUBERCULOSIS CULTURE AND SENSITIVITY
MHC0532,AEROBICS CULTURE AND SENSITIVITY- URINE
MHC055,XRAY - FINGERS AP - L
MISC007,Q-SYTE
MISC009,CARDIAC MONITOR W/ PULSE OXIMETER USE
MISC010,DIABETIC FOOT DIAGNOSTIC EXAMINATION
MISC011,CARDIAC PULSE OXIMETER
MMC-RIDER-003,HEALTH INVESTMENT RIDER OUP PACKAGE
MOD001,QUANTIFERON-TB TEST (QFT)
MR1230,MRI RIGHT FOOT
MRA003,MRA-BRAIN
MRA007,MRA-SHOULDER
MRA025,MRA-CRANIAL(PLAIN)
MRI002,MRI -LUMBAR SPINE
MRI003,MRI-(MRCP) MAGNETIC RESONANCE CHOLANGIOPANCREATOGRAPHY
MRI005,MRI -NASOPHARYNX
MRI006,MRI-NECK AND SOFT TISSUES
MRI009,MRI-SHOULDER BILATERAL
MRI010,MRI -THORACIC SPINE
MRI0111,MRI THORACIC SPINE PLAIN
MRI01110,MRI THORACIC SPINE
MRI011129,MRI-ELBOW PLAIN
MRI012,MRI-NASOPHARYNX
MRI01301,MAGNETIC RESONANCE VENOGRAPHY  (MRV)
MRI014,MRA-CAROTID NECK
MRI016,MRA-ONE THIGH OR LEG
MRI018,MRA-RENAL ARTERIES
MRI021,MRI-ANKLE UNILATERAL
MRI022,MRI-ARM UNILATERAL
MRI023,MRI-BREASTS WITH CONTRAST BILATERAL
MRI025,MRI-LIVER WITH CONTRAST
MRI026,MRI-ELBOW UNILATERAL
MRI027,MRI-FOOT UNILATERAL
MRI028,MRI-GADOLINIUM
MRI031,MRI-HEAD WITH DWI & SWI
MRI032,MRI-HEAD WITH DWI & MRA
MRI033,MRI-HEAD WITH DWI; SWI; MRA
MRI0333199,MRI HAND PLAIN
MRI035,MRI-KNEE PLAIN (UNILATERAL)
MRI0351,MRI-LEFT KNEE
MRI036,MRI-LEG OR THIGH UNILATERAL
MRI039,MRI-NECK
MRI040,MRI-ORAL CAVITY
MRI041,MRI-SACRO-COCCYGEAL
